2026-03-10 09:55:58 | IngestionPipeline | INFO | Standardized Extraction: summary='' domain='Personal' entities=[Entity(name='Alamein Memorial', type='Work', importance=0.5, isolated_context='The Alamein Memorial is a Commonwealth War Graves Commission war memorial in the El Alamein War Cemetery, El Alamein, Egypt. The memorial commemorates 11,866 Commonwealth forces members who died during World War II. The memorial was designed by Hubert Worthington and unveiled by Viscount Montgomery of Alamein on 24 October 1954.'), Entity(name='El Alamein War Cemetery', type='Place', importance=0.5, isolated_context='The Alamein Memorial is in the El Alamein War Cemetery, El Alamein, Egypt.'), Entity(name='El Alamein', type='Place', importance=0.5, isolated_context='El Alamein, Egypt.'), Entity(name='Egypt', type='Place', importance=0.5, isolated_context='Egypt.'), Entity(name='Commonwealth War Graves Commission', type='Organization', importance=0.5, isolated_context='The Alamein Memorial is a Commonwealth War Graves Commission war memorial...'), Entity(name='World War II', type='Event', importance=0.5, isolated_context='who died during World War II.'), Entity(name='Hubert Worthington', type='Person', importance=0.5, isolated_context='The memorial was designed by Hubert Worthington...'), Entity(name='Viscount Montgomery of Alamein', type='Person', importance=0.5, isolated_context='unveiled by Viscount Montgomery of Alamein on 24 October 1954.')] concepts=[Concept(name='World War II', definition='', isolated_context=''), Concept(name='War Memorial', definition='', isolated_context=''), Concept(name='Commonwealth War Graves Commission', definition='', isolated_context='')] tasks=[] persona_traits=[] references=[] relationships=[ExtractedRelationship(source_name='Alamein Memorial', source_type='Work', target_name='El Alamein War Cemetery', target_type='Place', relationship_type='located_in', confidence=0.99, context='The Alamein Memorial is in the El Alamein War Cemetery, El Alamein, Egypt.'), ExtractedRelationship(source_name='Alamein Memorial', source_type='Work', target_name='Commonwealth War Graves Commission', target_type='Organization', relationship_type='part_of', confidence=0.99, context='The Alamein Memorial is a Commonwealth War Graves Commission war memorial...'), ExtractedRelationship(source_name='Alamein Memorial', source_type='Work', target_name='World War II', target_type='Event', relationship_type='occurred_during', confidence=0.99, context='who died during World War II.'), ExtractedRelationship(source_name='Alamein Memorial', source_type='Work', target_name='Hubert Worthington', target_type='Person', relationship_type='designed_by', confidence=0.99, context='The memorial was designed by Hubert Worthington...'), ExtractedRelationship(source_name='Alamein Memorial', source_type='Work', target_name='Viscount Montgomery of Alamein', target_type='Person', relationship_type='unveiled_by', confidence=0.99, context='unveiled by Viscount Montgomery of Alamein on 24 October 1954.')] sentiment='Neutral'
2026-03-10 15:48:00 | IngestionPipeline | INFO | Filtered/Renamed Entities: ['Romeo × Juliet', 'William Shakespeare', 'Gonzo', 'SKY Perfect Well Think', 'Fumitoshi Oizaki', 'Chubu-Nippon Broadcasting', 'TBS', 'KBS Kyōto', 'SUN-TV', 'Rai 4', 'Reiko Yoshida', 'Hitoshi Sakimoto', 'Eminence Symphony Orchestra', 'Tomohiro Yoshida', 'Lena Park', '12012', 'Mizrock', 'Funimation']
2026-03-10 15:48:00 | IngestionPipeline | INFO | Filtered/Renamed Concepts: ['Anime Television Adaptation', 'Shakespearean Tragedy', 'Theme Music']
2026-03-10 15:48:00 | IngestionPipeline | INFO | Standardized Extraction: summary='' domain='Personal' entities=[Entity(name='Romeo × Juliet', type='Work', importance=0.5, isolated_context='"Romeo × Juliet" (ロミオ×ジュリエット , Romio to Jurietto ) is a 24-episode anime television adaptation of "Romeo and Juliet", a 16th-century tragedy originally written by William Shakespeare.'), Entity(name='William Shakespeare', type='Person', importance=0.5, isolated_context='The English playwright himself makes a cameo appearance in the series as a minor character.'), Entity(name='Gonzo', type='Organization', importance=0.5, isolated_context='The series was produced jointly by Gonzo and SKY Perfect Well Think'), Entity(name='SKY Perfect Well Think', type='Organization', importance=0.5, isolated_context='The series was produced jointly by Gonzo and SKY Perfect Well Think'), Entity(name='Fumitoshi Oizaki', type='Person', importance=0.5, isolated_context='with Fumitoshi Oizaki as the main director.'), Entity(name='Chubu-Nippon Broadcasting', type='Organization', importance=0.5, isolated_context='between April 4, 2007 and September 26, 2007. It was first broadcast on Chubu-Nippon Broadcasting'), Entity(name='TBS', type='Organization', importance=0.5, isolated_context='It was later broadcast by other Japanese television networks such as TBS, KBS Kyōto and SUN-TV.'), Entity(name='KBS Kyōto', type='Organization', importance=0.5, isolated_context='It was later broadcast by other Japanese television networks such as TBS, KBS Kyōto and SUN-TV.'), Entity(name='SUN-TV', type='Organization', importance=0.5, isolated_context='It was later broadcast by other Japanese television networks such as TBS, KBS Kyōto and SUN-TV.'), Entity(name='Rai 4', type='Organization', importance=0.5, isolated_context='It was broadcast in Italy by Rai 4.'), Entity(name='Reiko Yoshida', type='Person', importance=0.5, isolated_context='The chief screenwriter for the series was Reiko Yoshida.'), Entity(name='Hitoshi Sakimoto', type='Person', importance=0.5, isolated_context='The music was composed by Hitoshi Sakimoto and performed by Eminence Symphony Orchestra'), Entity(name='Eminence Symphony Orchestra', type='Organization', importance=0.5, isolated_context='The music was composed by Hitoshi Sakimoto and performed by Eminence Symphony Orchestra with Tomohiro Yoshida as sound director.'), Entity(name='Tomohiro Yoshida', type='Person', importance=0.5, isolated_context='Tomohiro Yoshida as sound director.'), Entity(name='Lena Park', type='Person', importance=0.5, isolated_context='"Inori (You Raise Me Up)" (祈り 〜You Raise Me Up〜 ) by Lena Park. The opening theme was "Inori (You Raise Me Up)" (祈り 〜You Raise Me Up〜 ) by Lena Park.'), Entity(name='12012', type='Organization', importance=0.5, isolated_context='"Cyclone" (サイクロン) ) by 12012 was the ending theme for the first 14 episodes.'), Entity(name='Mizrock', type='Person', importance=0.5, isolated_context='"Good Bye, Yesterday" by Mizrock was the ending theme for episodes 15 to 23.'), Entity(name='Funimation', type='Organization', importance=0.5, isolated_context='The anime is licensed in North America by Funimation.')] concepts=[Concept(name='Anime Television Adaptation', definition='', isolated_context=''), Concept(name='Shakespearean Tragedy', definition='', isolated_context=''), Concept(name='Theme Music', definition='', isolated_context='')] tasks=[] persona_traits=[] references=[ExternalReference(title='Inori (You Raise Me Up)', type='Film', content='', source='Lena Park', isolated_context='"Inori (You Raise Me Up)" (祈り 〜You Raise Me Up〜 ) by Lena Park. The opening theme was "Inori (You Raise Me Up)" (祈り 〜You Raise Me Up〜 ) by Lena Park.'), ExternalReference(title='Cyclone', type='Film', content='', source='12012', isolated_context='"Cyclone" (サイクロン) ) by 12012 was the ending theme for the first 14 episodes.'), ExternalReference(title='Good Bye, Yesterday', type='Film', content='', source='Mizrock', isolated_context='"Good Bye, Yesterday" by Mizrock was the ending theme for episodes 15 to 23.')] relationships=[] sentiment='Neutral'
2026-03-10 15:48:00 | IngestionPipeline | INFO | Extracted: 18 entities, 3 concepts, 3 references.
2026-03-10 15:48:00 | IngestionPipeline | INFO | Domain: Personal
2026-03-10 15:48:00 | IngestionPipeline | INFO | Note complexity upgraded: 21 entities+concepts extracted
2026-03-10 15:48:00 | IngestionPipeline | INFO | Extraction took: 82.6799s
2026-03-10 15:48:00 | IngestionPipeline | INFO | [Agent] Refinement (Reasoning) triggered...
2026-03-10 15:48:07 | IngestionPipeline | INFO |   [Refiner] 🛠️ Patched Extraction: Added 4 new entities.
2026-03-10 15:48:07 | IngestionPipeline | INFO | [Ingestion] Using provided title: 'List of Romeo _ Juliet episodes'
2026-03-10 15:48:28 | IngestionPipeline | INFO | [Community] Creating new community 'Romeo × Juliet Anime Adaptation & Production' for 25 nodes
2026-03-10 15:48:28 | IngestionPipeline | INFO | [Community] Assigned 25 nodes to 'Romeo × Juliet Anime Adaptation & Production'
2026-03-10 15:48:28 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Title for Note 1dc98523-aec8-4f65-887d-632fbc719836: 'List of Romeo _ Juliet episodes'
2026-03-10 15:48:28 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Domain for Note 1dc98523-aec8-4f65-887d-632fbc719836: 'Personal'
2026-03-10 15:48:28 | IngestionPipeline | INFO |   [Perf] Graph Storage took: 21.2638s
2026-03-10 15:48:28 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-03-10 15:48:28 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-03-10 15:51:44 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: september 26, 2007
2026-03-10 15:51:44 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: september 26, 2007
2026-03-10 15:51:49 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: hitoshi sakimoto
2026-03-10 15:51:49 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: hitoshi sakimoto
2026-03-10 15:51:54 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Entity: sun-tv
2026-03-10 15:51:54 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: sun-tv
2026-03-10 15:52:03 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Concept: shakespearean tragedy
2026-03-10 15:52:03 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Concept: shakespearean tragedy
2026-03-10 15:52:09 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: tomohiro yoshida
2026-03-10 15:52:09 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: tomohiro yoshida
2026-03-10 15:52:16 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Entity: william shakespeare
2026-03-10 15:52:16 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 4 context(s) for Entity: william shakespeare
2026-03-10 15:52:44 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Concept: theme music
2026-03-10 15:52:49 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Reference: Inori (You Raise Me Up)
2026-03-10 15:52:49 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Reference: Inori (You Raise Me Up)
2026-03-10 15:52:56 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: april 4, 2007
2026-03-10 15:53:10 | IngestionPipeline | INFO |   [Ingestion] Extracted 4 atomic facts for Entity: june 23, 2009
2026-03-10 15:53:10 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 2 context(s) for Entity: june 23, 2009
2026-03-10 15:53:15 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: gonzo
2026-03-10 15:53:15 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 2 context(s) for Entity: gonzo
2026-03-10 15:53:20 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: rai 4
2026-03-10 15:53:20 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: rai 4
2026-03-10 15:53:24 | IngestionPipeline | INFO |   [Ingestion] Extracted 1 atomic facts for Entity: reiko yoshida
2026-03-10 15:53:24 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: reiko yoshida
2026-03-10 15:53:40 | IngestionPipeline | INFO |   [Ingestion] Extracted 7 atomic facts for Concept: anime television adaptation
2026-03-10 15:53:40 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Concept: anime television adaptation
2026-03-10 15:53:47 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: august 11, 2009
2026-03-10 15:53:47 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: august 11, 2009
2026-03-10 15:53:52 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: 12012
2026-03-10 15:53:52 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: 12012
2026-03-10 15:53:57 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: fumitoshi oizaki
2026-03-10 15:53:57 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: fumitoshi oizaki
2026-03-10 15:54:03 | IngestionPipeline | INFO |   Summary updated for Entity: september 26, 2007 (Title: Romeo × Juliet Broadcast)
2026-03-10 15:54:04 | IngestionPipeline | INFO |   Summary updated for Entity: hitoshi sakimoto (Title: Hitoshi Sakimoto - Composer)
2026-03-10 15:54:04 | IngestionPipeline | INFO |   Summary updated for Entity: sun-tv (Title: SUN-TV Japanese Network)
2026-03-10 15:54:04 | IngestionPipeline | INFO |   Summary updated for Concept: shakespearean tragedy (Title: Shakespearean Tragedy Episodes)
2026-03-10 15:54:04 | IngestionPipeline | INFO |   Summary updated for Entity: tomohiro yoshida (Title: Tomohiro Yoshida - Sound Director)
2026-03-10 15:54:04 | IngestionPipeline | INFO |   Summary updated for Entity: william shakespeare (Title: William Shakespeare: Romeo and Juliet)
2026-03-10 15:54:04 | IngestionPipeline | INFO |   Summary updated for Concept: theme music (Title: Romeo × Juliet Theme Music)
2026-03-10 15:54:04 | IngestionPipeline | INFO |   Summary updated for Reference: Inori (You Raise Me Up) (Title: Inori (You Raise Me Up))
2026-03-10 15:54:04 | IngestionPipeline | INFO |   Summary updated for Entity: april 4, 2007 (Title: Romeo × Juliet Broadcast)
2026-03-10 15:54:04 | IngestionPipeline | INFO |   Summary updated for Entity: june 23, 2009 (Title: June 23, 2009 Release)
2026-03-10 15:54:04 | IngestionPipeline | INFO |   Summary updated for Entity: gonzo (Title: Gonzo: Animated Series)
2026-03-10 15:54:04 | IngestionPipeline | INFO |   Summary updated for Entity: rai 4 (Title: rai 4 Broadcast Details)
2026-03-10 15:54:05 | IngestionPipeline | INFO |   Summary updated for Entity: reiko yoshida (Title: Reiko Yoshida - Screenwriter)
2026-03-10 15:54:05 | IngestionPipeline | INFO |   Summary updated for Concept: anime television adaptation (Title: Romeo × Juliet Anime)
2026-03-10 15:54:05 | IngestionPipeline | INFO |   Summary updated for Entity: august 11, 2009 (Title: Romeo × Juliet Release)
2026-03-10 15:54:05 | IngestionPipeline | INFO |   Summary updated for Entity: 12012 (Title: 12012 - 'Cyclone' Theme)
2026-03-10 15:54:05 | IngestionPipeline | INFO |   Summary updated for Entity: fumitoshi oizaki (Title: Fumitoshi Oizaki - Director)
2026-03-10 15:54:07 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Entity: chubu-nippon broadcasting
2026-03-10 15:54:07 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: chubu-nippon broadcasting
2026-03-10 15:54:08 | IngestionPipeline | INFO |   Summary updated for Entity: chubu-nippon broadcasting (Title: Chubu-Nippon Broadcasting)
2026-03-10 15:54:13 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: sky perfect well think
2026-03-10 15:54:13 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: sky perfect well think
2026-03-10 15:54:13 | IngestionPipeline | INFO |   Summary updated for Entity: sky perfect well think (Title: Sky Perfect Well Think)
2026-03-10 15:54:19 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Entity: eminence symphony orchestra
2026-03-10 15:54:19 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: eminence symphony orchestra
2026-03-10 15:54:20 | IngestionPipeline | INFO |   Summary updated for Entity: eminence symphony orchestra (Title: Eminence Symphony Orchestra)
2026-03-10 15:54:24 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Reference: Good Bye, Yesterday
2026-03-10 15:54:24 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Reference: Good Bye, Yesterday
2026-03-10 15:54:25 | IngestionPipeline | INFO |   Summary updated for Reference: Good Bye, Yesterday (Title: Good Bye, Yesterday)
2026-03-10 15:54:29 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: funimation
2026-03-10 15:54:29 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: funimation
2026-03-10 15:54:29 | IngestionPipeline | INFO |   Summary updated for Entity: funimation (Title: Funimation Anime Licensing)
2026-03-10 15:54:35 | IngestionPipeline | INFO |   [Ingestion] Extracted 3 atomic facts for Entity: mizrock
2026-03-10 15:54:35 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: mizrock
2026-03-10 15:54:35 | IngestionPipeline | INFO |   Summary updated for Entity: mizrock (Title: Mizrock - Episode Themes)
2026-03-10 15:54:38 | IngestionPipeline | INFO |   [Ingestion] Extracted 1 atomic facts for Entity: lena park
2026-03-10 15:54:38 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: lena park
2026-03-10 15:54:39 | IngestionPipeline | INFO |   Summary updated for Entity: lena park (Title: Lena Park - Artist)
2026-03-10 15:54:47 | IngestionPipeline | INFO |   [Ingestion] Extracted 5 atomic facts for Entity: romeo × juliet
2026-03-10 15:54:47 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: romeo × juliet
2026-03-10 15:54:48 | IngestionPipeline | INFO |   Summary updated for Entity: romeo × juliet (Title: Romeo × Juliet Anime)
2026-03-10 15:54:52 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: kbs kyōto
2026-03-10 15:54:52 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: kbs kyōto
2026-03-10 15:54:53 | IngestionPipeline | INFO |   Summary updated for Entity: kbs kyōto (Title: KBS Kyōto Television)
2026-03-10 15:55:02 | IngestionPipeline | INFO |   [Ingestion] Extracted 4 atomic facts for Entity: tbs
2026-03-10 15:55:02 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 3 context(s) for Entity: tbs
2026-03-10 15:55:03 | IngestionPipeline | INFO |   Summary updated for Entity: tbs (Title: TBS Sitcom Revival)
2026-03-10 15:55:06 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Reference: Cyclone
2026-03-10 15:55:08 | IngestionPipeline | INFO |   Summary updated for Reference: Cyclone (Title: Cyclone (Ending Theme))
2026-03-10 15:55:08 | IngestionPipeline | INFO |   [Perf] Summarization took: 399.8348s
2026-03-10 15:55:08 | IngestionPipeline | INFO | [Ingestion] Marked Note 1dc98523-aec8-4f65-887d-632fbc719836 as Processed.
2026-03-10 15:55:08 | IngestionPipeline | INFO | 
[Ingestion] Total Pipeline Duration: 510.7847s
2026-03-10 15:55:08 | IngestionPipeline | INFO | [2026-03-10 15:55:08.628446] SUCCESS: Note 1dc98523-aec8-4f65-887d-632fbc719836 fully indexed in 510.78s.
2026-03-10 15:55:09 | IngestionPipeline | INFO | [2026-03-10 15:55:09.109239] START: Ingesting Note 379f933d-ee35-4429-8319-fb396e3fb576
2026-03-10 15:55:09 | IngestionPipeline | INFO | Processing Multimedia Sources...
2026-03-10 15:55:09 | IngestionPipeline | INFO | Sempahore Acquired. (Active: 2)
2026-03-10 15:55:09 | IngestionPipeline | INFO | Multimedia processing took: 0.0001s
2026-03-10 15:55:09 | IngestionPipeline | INFO | Extracting Metadata (Knowledge Architect)...
2026-03-10 15:56:18 | IngestionPipeline | INFO | Extraction Completed: summary='' domain='Personal' entities=[Entity(name='Yellowcraig', type='Place', importance=0.5, isolated_context='Yellowcraig, less commonly known as Broad Sands Bay, is a coastal area of forest, beach and grassland in East Lothian, south-east Scotland.'), Entity(name='Broad Sands Bay', type='Place', importance=0.5, isolated_context='Yellowcraig, less commonly known as Broad Sands Bay, is a coastal area of forest, beach and grassland in East Lothian, south-east Scotland.'), Entity(name='East Lothian', type='Place', importance=0.5, isolated_context='Yellowcraig, less commonly known as Broad Sands Bay, is a coastal area of forest, beach and grassland in East Lothian, south-east Scotland.'), Entity(name='Firth of Forth', type='Place', importance=0.5, isolated_context='Yellowcraig is partly within the Firth of Forth Site of Special Scientific Interest (SSSI). It is bordered to the north by the Firth of Forth...'), Entity(name='Firth of Forth Site of Special Scientific Interest (SSSI)', type='Organization', importance=0.5, isolated_context='Yellowcraig is partly within the Firth of Forth Site of Special Scientific Interest (SSSI).'), Entity(name='Dirleton', type='Place', importance=0.5, isolated_context='to the south by the village of Dirleton and Dirleton Castle...'), Entity(name='Dirleton Castle', type='Place', importance=0.5, isolated_context='to the south by the village of Dirleton and Dirleton Castle...'), Entity(name='North Berwick West Links', type='Place', importance=0.5, isolated_context='to the east by the North Berwick West Links golf course...'), Entity(name='Archerfield Estate', type='Place', importance=0.5, isolated_context='to the west by the Archerfield Estate and Links golf courses.'), Entity(name='Archerfield Links', type='Place', importance=0.5, isolated_context='to the west by the Archerfield Estate and Links golf courses.')] concepts=[Concept(name='Coastal Geography', definition='', isolated_context=''), Concept(name='Scottish Geography', definition='', isolated_context=''), Concept(name='Coastal Ecosystems', definition='', isolated_context='')] tasks=[] persona_traits=[] references=[] relationships=[ExtractedRelationship(source_name='Yellowcraig', source_type='Place', target_name='Firth of Forth', target_type='Place', relationship_type='borders', confidence=0.95, context='Yellowcraig is partly within the Firth of Forth Site of Special Scientific Interest (SSSI). It is bordered to the north by the Firth of Forth...'), ExtractedRelationship(source_name='Yellowcraig', source_type='Place', target_name='Dirleton', target_type='Place', relationship_type='adjacent_to', confidence=0.9, context='to the south by the village of Dirleton and Dirleton Castle...'), ExtractedRelationship(source_name='Yellowcraig', source_type='Place', target_name='North Berwick West Links', target_type='Place', relationship_type='adjacent_to', confidence=0.9, context='to the east by the North Berwick West Links golf course...'), ExtractedRelationship(source_name='Yellowcraig', source_type='Place', target_name='Archerfield Estate', target_type='Place', relationship_type='adjacent_to', confidence=0.9, context='to the west by the Archerfield Estate and Links golf courses.'), ExtractedRelationship(source_name='Yellowcraig', source_type='Place', target_name='Archerfield Links', target_type='Place', relationship_type='adjacent_to', confidence=0.9, context='to the west by the Archerfield Estate and Links golf courses.')] sentiment='Neutral'
2026-03-10 15:56:18 | IngestionPipeline | INFO | Filtered/Renamed Entities: ['Yellowcraig', 'Broad Sands Bay', 'East Lothian', 'Firth of Forth', 'Firth of Forth Site of Special Scientific Interest (SSSI)', 'Dirleton', 'Dirleton Castle', 'North Berwick West Links', 'Archerfield Estate', 'Archerfield Links']
2026-03-10 15:56:18 | IngestionPipeline | INFO | Filtered/Renamed Concepts: ['Coastal Geography', 'Scottish Geography', 'Coastal Ecosystems']
2026-03-10 15:56:18 | IngestionPipeline | INFO | Standardized Extraction: summary='' domain='Personal' entities=[Entity(name='Yellowcraig', type='Place', importance=0.5, isolated_context='Yellowcraig, less commonly known as Broad Sands Bay, is a coastal area of forest, beach and grassland in East Lothian, south-east Scotland.'), Entity(name='Broad Sands Bay', type='Place', importance=0.5, isolated_context='Yellowcraig, less commonly known as Broad Sands Bay, is a coastal area of forest, beach and grassland in East Lothian, south-east Scotland.'), Entity(name='East Lothian', type='Place', importance=0.5, isolated_context='Yellowcraig, less commonly known as Broad Sands Bay, is a coastal area of forest, beach and grassland in East Lothian, south-east Scotland.'), Entity(name='Firth of Forth', type='Place', importance=0.5, isolated_context='Yellowcraig is partly within the Firth of Forth Site of Special Scientific Interest (SSSI). It is bordered to the north by the Firth of Forth...'), Entity(name='Firth of Forth Site of Special Scientific Interest (SSSI)', type='Organization', importance=0.5, isolated_context='Yellowcraig is partly within the Firth of Forth Site of Special Scientific Interest (SSSI).'), Entity(name='Dirleton', type='Place', importance=0.5, isolated_context='to the south by the village of Dirleton and Dirleton Castle...'), Entity(name='Dirleton Castle', type='Place', importance=0.5, isolated_context='to the south by the village of Dirleton and Dirleton Castle...'), Entity(name='North Berwick West Links', type='Place', importance=0.5, isolated_context='to the east by the North Berwick West Links golf course...'), Entity(name='Archerfield Estate', type='Place', importance=0.5, isolated_context='to the west by the Archerfield Estate and Links golf courses.'), Entity(name='Archerfield Links', type='Place', importance=0.5, isolated_context='to the west by the Archerfield Estate and Links golf courses.')] concepts=[Concept(name='Coastal Geography', definition='', isolated_context=''), Concept(name='Scottish Geography', definition='', isolated_context=''), Concept(name='Coastal Ecosystems', definition='', isolated_context='')] tasks=[] persona_traits=[] references=[] relationships=[ExtractedRelationship(source_name='Yellowcraig', source_type='Place', target_name='Firth of Forth', target_type='Place', relationship_type='borders', confidence=0.95, context='Yellowcraig is partly within the Firth of Forth Site of Special Scientific Interest (SSSI). It is bordered to the north by the Firth of Forth...'), ExtractedRelationship(source_name='Yellowcraig', source_type='Place', target_name='Dirleton', target_type='Place', relationship_type='adjacent_to', confidence=0.9, context='to the south by the village of Dirleton and Dirleton Castle...'), ExtractedRelationship(source_name='Yellowcraig', source_type='Place', target_name='North Berwick West Links', target_type='Place', relationship_type='adjacent_to', confidence=0.9, context='to the east by the North Berwick West Links golf course...'), ExtractedRelationship(source_name='Yellowcraig', source_type='Place', target_name='Archerfield Estate', target_type='Place', relationship_type='adjacent_to', confidence=0.9, context='to the west by the Archerfield Estate and Links golf courses.'), ExtractedRelationship(source_name='Yellowcraig', source_type='Place', target_name='Archerfield Links', target_type='Place', relationship_type='adjacent_to', confidence=0.9, context='to the west by the Archerfield Estate and Links golf courses.')] sentiment='Neutral'
2026-03-10 15:56:18 | IngestionPipeline | INFO | Extracted: 10 entities, 3 concepts, 0 references.
2026-03-10 15:56:18 | IngestionPipeline | INFO | Domain: Personal
2026-03-10 15:56:18 | IngestionPipeline | INFO | Note complexity upgraded: 13 entities+concepts extracted
2026-03-10 15:56:18 | IngestionPipeline | INFO | Extraction took: 69.1638s
2026-03-10 15:56:18 | IngestionPipeline | INFO | [Agent] Refinement (Reasoning) triggered...
2026-03-10 15:56:23 | IngestionPipeline | INFO | [Ingestion] Using provided title: 'Yellowcraigs'
2026-03-10 15:56:36 | IngestionPipeline | INFO | [Ingestion] Creating 5 relationships...
2026-03-10 15:56:37 | IngestionPipeline | INFO | [Relationship] created: (yellowcraig)-[borders]->(firth of forth)
2026-03-10 15:56:37 | IngestionPipeline | INFO | [Relationship] created: (yellowcraig)-[adjacent_to]->(dirleton)
2026-03-10 15:56:37 | IngestionPipeline | INFO | [Relationship] created: (yellowcraig)-[adjacent_to]->(north berwick west links)
2026-03-10 15:56:37 | IngestionPipeline | INFO | [Relationship] created: (yellowcraig)-[adjacent_to]->(archerfield estate)
2026-03-10 15:56:37 | IngestionPipeline | INFO | [Relationship] created: (yellowcraig)-[adjacent_to]->(archerfield links)
2026-03-10 15:56:39 | IngestionPipeline | INFO | [Community] Creating new community 'Yellowcraig Coastal Ecosystem and Landscape Study' for 13 nodes
2026-03-10 15:56:40 | IngestionPipeline | INFO | [Community] Assigned 13 nodes to 'Yellowcraig Coastal Ecosystem and Landscape Study'
2026-03-10 15:56:40 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Title for Note 379f933d-ee35-4429-8319-fb396e3fb576: 'Yellowcraigs'
2026-03-10 15:56:40 | IngestionPipeline | INFO | [Ingestion] Updated Postgres Domain for Note 379f933d-ee35-4429-8319-fb396e3fb576: 'Personal'
2026-03-10 15:56:40 | IngestionPipeline | INFO |   [Perf] Graph Storage took: 16.4686s
2026-03-10 15:56:40 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-03-10 15:56:40 | IngestionPipeline | INFO | [Agent] Updating Neighborhood Summaries (Delta Updates)...
2026-03-10 15:58:18 | IngestionPipeline | INFO |   [Ingestion] Extracted 2 atomic facts for Entity: firth of forth site of special scientific interest (sssi)
2026-03-10 15:58:18 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: firth of forth site of special scientific interest (sssi)
2026-03-10 15:58:24 | IngestionPipeline | INFO |   [Ingestion] Generated summary from 1 context(s) for Entity: broad sands bay
2026-03-10 15:58:31 | IngestionPipeline | INFO |   Summary updated for Entity: firth of forth site of special scientific interest (sssi) (Title: Firth of Forth SSSI)
