2026-05-04 19:47:36 | GraphService | INFO | [Graph] Relationship created: (ed wood)-[is_the_subject_of]->(1994 american biographical period comedy-drama film)
2026-05-04 23:55:27 | GraphService | INFO | [Graph] Relationship created: (the hour of bewilderbeast)-[was_released_in]->(2000)
2026-05-04 23:55:27 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[was_released_in]->(2099)
2026-05-04 23:55:59 | GraphService | INFO | [Graph] Relationship created: (something to talk about)-[is_created_by]->(badly drawn boy)
2026-05-04 23:55:59 | GraphService | INFO | [Graph] Relationship created: (something to talk about)-[is_from]->(about a boy)
2026-05-04 23:55:59 | GraphService | INFO | [Graph] Relationship created: (something to talk about)-[peaked_at_number_28_on]->(uk singles chart)
2026-05-04 23:55:59 | GraphService | INFO | [Graph] Relationship created: (30 july 2002)-[is_the_date_of_release]->(something to talk about)
2026-05-04 23:57:07 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[was_directed_by]->(chris weitz)
2026-05-04 23:57:07 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[was_directed_by]->(paul weitz)
2026-05-04 23:57:07 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[was_produced_by]->(jane rosenthal)
2026-05-04 23:57:07 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[was_produced_by]->(robert de niro)
2026-05-04 23:57:07 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[was_produced_by]->(brad epstein)
2026-05-04 23:57:07 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[was_produced_by]->(tim bevan)
2026-05-04 23:57:07 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[was_produced_by]->(eric fellner)
2026-05-04 23:57:08 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[is_an_adaptation_of_a_novel_by]->(nick hornby)
2026-05-04 23:57:08 | GraphService | INFO | [Graph] Relationship created: (hugh grant)-[starred_in]->(about a boy)
2026-05-04 23:57:08 | GraphService | INFO | [Graph] Relationship created: (nicholas hoult)-[starred_in]->(about a boy)
2026-05-04 23:57:08 | GraphService | INFO | [Graph] Relationship created: (toni collette)-[starred_in]->(about a boy)
2026-05-04 23:57:08 | GraphService | INFO | [Graph] Relationship created: (rachel weisz)-[starred_in]->(about a boy)
2026-05-04 23:57:08 | GraphService | INFO | [Graph] Relationship created: (will)-[appears_in]->(about a boy)
2026-05-04 23:57:08 | GraphService | INFO | [Graph] Relationship created: (marcus)-[appears_in]->(about a boy)
2026-05-04 23:57:33 | GraphService | INFO | [Graph] Relationship created: (silent sigh)-[was_composed_by]->(badly drawn boy)
2026-05-04 23:57:33 | GraphService | INFO | [Graph] Relationship created: (silent sigh)-[was_on_the_soundtrack_to]->(about a boy)
2026-05-04 23:57:34 | GraphService | INFO | [Graph] Relationship created: (silent sigh)-[reached_number_16_in]->(uk singles chart)
2026-05-04 23:58:15 | GraphService | INFO | [Graph] Relationship created: (damon michael gough)-[is_known_as]->(badly drawn boy)
2026-05-04 23:58:15 | GraphService | INFO | [Graph] Relationship created: (damon michael gough)-[was_born_on]->(2 october 1969)
2026-05-04 23:58:15 | GraphService | INFO | [Graph] Relationship created: (damon michael gough)-[was_born_in]->(dunstable)
2026-05-04 23:58:15 | GraphService | INFO | [Graph] Relationship created: (damon michael gough)-[is_located_in]->(bedfordshire)
2026-05-04 23:58:15 | GraphService | INFO | [Graph] Relationship created: (badly drawn boy)-[is]->(english)
2026-05-04 23:58:15 | GraphService | INFO | [Graph] Relationship created: (badly drawn boy)-[is]->(indie singer-songwriter)
2026-05-04 23:58:15 | GraphService | INFO | [Graph] Relationship created: (badly drawn boy)-[is]->(multi-instrumentalist)
2026-05-04 23:59:07 | GraphService | INFO | [Graph] Relationship created: (the hour of bewilderbeast)-[is_created_by]->(badly drawn boy)
2026-05-04 23:59:07 | GraphService | DEBUG | [Bi-Temporal] 'is_the_name' has no evolution rules — creating 'is_performed_by' as parallel edge (badly drawn boy → damon gough)
2026-05-04 23:59:07 | GraphService | INFO | [Graph] Relationship created_parallel: (badly drawn boy)-[is_performed_by]->(damon gough)
2026-05-04 23:59:07 | GraphService | INFO | [Graph] Relationship created: (the hour of bewilderbeast)-[was_released_on]->(26 june 2000)
2026-05-04 23:59:07 | GraphService | INFO | [Graph] Relationship created: (the hour of bewilderbeast)-[sold_copies_in]->(united kingdom)
2026-05-04 23:59:07 | GraphService | INFO | [Graph] Relationship created: (the hour of bewilderbeast)-[sales_figures_recorded_in]->(september 2011)
2026-05-04 23:59:07 | GraphService | INFO | [Graph] Relationship created: (badly drawn boy)-[collaborates_with]->(alfie)
2026-05-04 23:59:07 | GraphService | INFO | [Graph] Relationship created: (badly drawn boy)-[collaborates_with]->(doves)
2026-05-04 23:59:07 | GraphService | INFO | [Graph] Relationship created: (alfie)-[provides_accompaniment_to]->(the hour of bewilderbeast)
2026-05-04 23:59:07 | GraphService | INFO | [Graph] Relationship created: (doves)-[provides_accompaniment_to]->(the hour of bewilderbeast)
2026-05-04 23:59:47 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[is_the_second_album_by]->(badly drawn boy)
2026-05-04 23:59:47 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[is_composed_by]->(gough)
2026-05-04 23:59:47 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[was_released_under]->(twisted nerve records)
2026-05-04 23:59:47 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[was_released_under]->(xl recordings)
2026-05-04 23:59:47 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[was_released_under]->(artistdirect records)
2026-05-04 23:59:47 | GraphService | INFO | [Graph] Relationship created: (about a boy)-[was_released_in]->(2002)
2026-05-04 23:59:47 | GraphService | INFO | [Graph] Relationship created: (badly drawn boy)-[is]->(gough)
2026-05-05 00:00:29 | GraphService | INFO | [Graph] Relationship created: (under an hour)-[is_album_by]->(menomena)
2026-05-05 00:00:29 | GraphService | INFO | [Graph] Relationship created: (under an hour)-[was_originally_performed_with]->(monster squad)
2026-05-05 00:00:29 | GraphService | INFO | [Graph] Relationship created: (under an hour)-[is_from]->(portland)
2026-05-05 00:00:29 | GraphService | INFO | [Graph] Relationship created: (under an hour)-[is_similar_to]->(peter gabriel)
2026-05-05 00:00:29 | GraphService | INFO | [Graph] Relationship created: (under an hour)-[is_similar_to]->(badly drawn boy)
2026-05-05 00:00:29 | GraphService | INFO | [Graph] Relationship created: (under an hour)-[is_similar_to]->(about a boy)
2026-05-05 00:00:29 | GraphService | INFO | [Graph] Relationship created: (under an hour)-[consists_of]->(three instrumental tracks)
2026-05-05 00:01:15 | GraphService | INFO | [Graph] Relationship created: (gus williams)-[is_known_as]->(kasper gus ntjalka williams oam)
2026-05-05 00:01:15 | GraphService | INFO | [Graph] Relationship created: (gus williams)-[is_from]->(hermannsburg)
2026-05-05 00:01:15 | GraphService | INFO | [Graph] Relationship created: (gus williams)-[is_from]->(central australia)
2026-05-05 00:01:15 | GraphService | INFO | [Graph] Relationship created: (gus williams)-[was_born_in]->(alice springs)
2026-05-05 00:01:15 | GraphService | INFO | [Graph] Relationship created: (gus williams)-[is_of]->(arrernte)
2026-05-05 00:01:15 | GraphService | INFO | [Graph] Relationship created: (gus williams)-[is_the_father_of]->(warren h williams)
2026-05-05 00:01:15 | GraphService | INFO | [Graph] Relationship created: (gus williams)-[received]->(order of australia medal)
2026-05-05 00:02:09 | GraphService | INFO | [Graph] Relationship created: (kasper hvidt)-[was_born_on]->(6 february 1976)
2026-05-05 00:02:09 | GraphService | INFO | [Graph] Relationship created: (kasper hvidt)-[was_born_in]->(copenhagen)
2026-05-05 00:02:09 | GraphService | INFO | [Graph] Relationship created: (kasper hvidt)-[played_for]->(danish national team)
2026-05-05 00:02:09 | GraphService | INFO | [Graph] Relationship created: (kasper hvidt)-[last_played_for]->(kif kolding)
2026-05-05 00:02:09 | GraphService | INFO | [Graph] Relationship created: (kasper hvidt)-[was_recognized_at]->(2008 european men's handball championship)
2026-05-05 00:02:09 | GraphService | INFO | [Graph] Relationship created: (kasper hvidt)-[was_voted_on]->(march 20, 2009)
2026-05-05 00:02:09 | GraphService | INFO | [Graph] Relationship created: (kasper hvidt)-[was_second_to]->(thierry omeyer)
2026-05-05 00:02:09 | GraphService | INFO | [Graph] Relationship created: (thierry omeyer)-[is_from]->(france)
2026-05-05 00:02:50 | GraphService | INFO | [Graph] Relationship created: (peter schmeichel)-[played_for]->(manchester united)
2026-05-05 00:02:50 | GraphService | INFO | [Graph] Relationship created: (peter schmeichel)-[won]->(uefa champions league)
2026-05-05 00:02:50 | GraphService | INFO | [Graph] Relationship created: (peter schmeichel)-[won]->(uefa euro 1992)
2026-05-05 00:02:50 | GraphService | INFO | [Graph] Relationship created: (peter schmeichel)-[played_for]->(denmark)
2026-05-05 00:02:50 | GraphService | INFO | [Graph] Relationship created: (peter schmeichel)-[was_voted]->(iffhs world's best goalkeeper)
2026-05-05 00:02:50 | GraphService | INFO | [Graph] Relationship created: (manchester united)-[won]->(uefa champions league)
2026-05-05 00:02:50 | GraphService | INFO | [Graph] Relationship created: (manchester united)-[captained]->(peter schmeichel)
2026-05-05 00:03:39 | GraphService | INFO | [Graph] Relationship created: (sommeren '92)-[is_directed_by]->(kasper barfoed)
2026-05-05 00:03:39 | GraphService | INFO | [Graph] Relationship created: (sommeren '92)-[is_based_on]->(1992 uefa european football championship)
2026-05-05 00:03:39 | GraphService | INFO | [Graph] Relationship created: (denmark)-[won]->(1992 uefa european football championship)
2026-05-05 00:03:39 | GraphService | INFO | [Graph] Relationship created: (richard møller nielsen)-[was_coach_of]->(danish football association)
2026-05-05 00:03:39 | GraphService | INFO | [Graph] Relationship created: (richard møller nielsen)-[was_coach_of]->(leading players)
2026-05-05 00:03:39 | GraphService | INFO | [Graph] Relationship created: (yugoslavia)-[was_disqualified_from]->(1992 uefa european football championship)
2026-05-05 00:03:39 | GraphService | INFO | [Graph] Relationship created: (the breakup and warfare)-[led_to_yugoslavias_disqualification]->(yugoslavia)
2026-05-05 00:04:21 | GraphService | INFO | [Graph] Relationship created: (pelé)-[voted_as_world_player_of_the_century_in_1999]->(iffhs)
2026-05-05 00:04:21 | GraphService | INFO | [Graph] Relationship created: (pelé)-[elected_as_athlete_of_the_century_in_1999]->(international olympic committee)
2026-05-05 00:04:21 | GraphService | INFO | [Graph] Relationship created: (pelé)-[was_voted_world_player_of_the_century]->(1999)
2026-05-05 00:04:21 | GraphService | DEBUG | [Bi-Temporal] 'was_voted_world_player_of_the_century' has no evolution rules — creating 'was_elected_athlete_of_the_century' as parallel edge (pelé → 1999)
2026-05-05 00:04:21 | GraphService | INFO | [Graph] Relationship created_parallel: (pelé)-[was_elected_athlete_of_the_century]->(1999)
2026-05-05 00:04:21 | GraphService | INFO | [Graph] Relationship created: (pelé)-[is_from]->(brazil)
2026-05-05 00:04:21 | GraphService | INFO | [Graph] Relationship created: (pelé)-[plays]->(football)
2026-05-05 00:04:21 | GraphService | INFO | [Graph] Relationship created: (iffhs)-[conducted_the_athlete_of_the_century_election]->(international olympic committee)
2026-05-05 00:05:06 | GraphService | INFO | [Graph] Relationship created: (iffhs world's best club coach)-[is_presented_by]->(iffhs)
2026-05-05 00:05:07 | GraphService | INFO | [Graph] Relationship created: (iffhs world's best club coach)-[is_awarded_for]->(football)
2026-05-05 00:05:07 | GraphService | INFO | [Graph] Relationship created: (iffhs world's best club coach)-[was_first_given_in]->(1996)
2026-05-05 00:05:07 | GraphService | INFO | [Graph] Relationship created: (editorial staff)-[is_part_of]->(iffhs)
2026-05-05 00:05:07 | GraphService | INFO | [Graph] Relationship created: (89 countries)-[participated_in_voting_for]->(iffhs)
2026-05-05 00:05:07 | GraphService | INFO | [Graph] Relationship created: (six different continents)-[were_covered_in_voting_for]->(iffhs)
2026-05-05 00:05:07 | GraphService | INFO | [Graph] Relationship created: (81 experts)-[cast_votes_for]->(iffhs)
2026-05-05 00:05:41 | GraphService | INFO | [Graph] Relationship created: (iffhs world's best goalkeeper)-[is_administered_by]->(iffhs)
2026-05-05 00:05:41 | GraphService | INFO | [Graph] Relationship created: (iffhs world's best goalkeeper)-[is_awarded_to]->(manuel neuer)
2026-05-05 00:05:41 | GraphService | INFO | [Graph] Relationship created: (manuel neuer)-[is_the_iffhs_worlds_best_goalkeeper_from]->(2013-2016)
2026-05-05 00:05:41 | GraphService | INFO | [Graph] Relationship created: (iffhs)-[has]->(editorial staff)
2026-05-05 00:06:40 | GraphService | INFO | [Graph] Relationship created: (isaak hassler)-[was_born_in]->(st. joachimsthal)
2026-05-05 00:06:40 | GraphService | INFO | [Graph] Relationship created: (isaak hassler)-[died_in]->(nuremberg)
2026-05-05 00:06:40 | GraphService | INFO | [Graph] Relationship created: (isaak hassler)-[was_born_around]->(c. 1530)
2026-05-05 00:06:40 | GraphService | INFO | [Graph] Relationship created: (isaak hassler)-[died_on]->(14 july 1591)
2026-05-05 00:06:40 | GraphService | INFO | [Graph] Relationship created: (isaak hassler)-[was]->(german lutheran)
2026-05-05 00:06:41 | GraphService | INFO | [Graph] Relationship created: (isaak hassler)-[was]->(organist)
2026-05-05 00:06:41 | GraphService | INFO | [Graph] Relationship created: (isaak hassler)-[was]->(music teacher)
2026-05-05 00:06:41 | GraphService | INFO | [Graph] Relationship created: (isaak hassler)-[had_as_a_son]->(jakob hassler)
2026-05-05 00:06:41 | GraphService | INFO | [Graph] Relationship created: (isaak hassler)-[had_as_a_son]->(hans leo hassler)
2026-05-05 00:06:41 | GraphService | INFO | [Graph] Relationship created: (isaak hassler)-[had_as_a_son]->(kasper hassler)
2026-05-05 00:07:09 | GraphService | INFO | [Graph] Relationship created: (kasper schmeichel)-[plays_for]->(leicester city)
2026-05-05 00:07:09 | GraphService | INFO | [Graph] Relationship created: (kasper schmeichel)-[plays_for]->(denmark national team)
2026-05-05 00:07:09 | GraphService | INFO | [Graph] Relationship created: (kasper schmeichel)-[is_the_son_of]->(peter schmeichel)
2026-05-05 00:07:09 | GraphService | INFO | [Graph] Relationship created: (leicester city)-[is_a_member_of]->(premier league)
2026-05-05 00:08:11 | GraphService | INFO | [Graph] Relationship created: (goštautai)-[were_rivals]->(kęsgailos)
2026-05-05 00:08:11 | GraphService | INFO | [Graph] Relationship created: (goštautai)-[were_rivals]->(radziwiłł family)
2026-05-05 00:08:11 | GraphService | INFO | [Graph] Relationship created: (goštautai)-[gained_power_during_reign]->(casimir jagiellon)
2026-05-05 00:08:11 | GraphService | INFO | [Graph] Relationship created: (stanislovas goštautas)-[was_last_scion_of]->(goštautai)
2026-05-05 00:08:11 | GraphService | INFO | [Graph] Relationship created: (sigismund ii augustus)-[inherited_possessions_from]->(goštautai)
2026-05-05 00:08:11 | GraphService | INFO | [Graph] Relationship created: (sigismund ii augustus)-[inherited_possessions_per]->(grand duchy of lithuania)
2026-05-05 00:08:11 | GraphService | INFO | [Graph] Relationship created: (goštautai)-[belonged_to]->(grand duchy of lithuania)
2026-05-05 00:08:46 | GraphService | INFO | [Graph] Relationship created: (nancy sinatra)-[is_the_daughter_of]->(frank sinatra)
2026-05-05 00:08:46 | GraphService | INFO | [Graph] Relationship created: (nancy sinatra)-[is_the_daughter_of]->(nancy (barbato) sinatra)
2026-05-05 00:08:46 | GraphService | INFO | [Graph] Relationship created: (nancy sinatra)-[sings]->(these boots are made for walkin')
2026-05-05 00:08:46 | GraphService | INFO | [Graph] Relationship created: (frank sinatra)-[is_the_father_of]->(nancy sinatra)
2026-05-05 00:08:46 | GraphService | INFO | [Graph] Relationship created: (nancy (barbato) sinatra)-[is_the_mother_of]->(nancy sinatra)
2026-05-05 00:08:46 | GraphService | INFO | [Graph] Relationship created: (nancy sinatra)-[was_born_on]->(june 8, 1940)
2026-05-05 00:09:34 | GraphService | INFO | [Graph] Relationship created: (kon kan)-[was_formed_by]->(barry harris)
2026-05-05 00:09:34 | GraphService | INFO | [Graph] Relationship created: (kon kan)-[was_formed_in]->(toronto)
2026-05-05 00:09:34 | GraphService | INFO | [Graph] Relationship created: (kon kan)-[was_formed_in]->(ontario)
2026-05-05 00:09:34 | GraphService | INFO | [Graph] Relationship created: (kon kan)-[was_formed_in]->(1988)
2026-05-05 00:09:34 | GraphService | INFO | [Graph] Relationship created: (kon kan)-[received_a_juno_award_in]->(1990)
2026-05-05 00:09:34 | GraphService | INFO | [Graph] Relationship created: (kon kan)-[was_nominated_for_a_juno_award_in]->(1991)
2026-05-05 00:09:34 | GraphService | INFO | [Graph] Relationship created: (kon kan)-[performed]->(i beg your pardon)
2026-05-05 00:09:34 | GraphService | INFO | [Graph] Relationship created: (kon kan)-[performed]->(puss n' boots/these boots are made for walkin')
2026-05-05 00:10:42 | GraphService | INFO | [Graph] Relationship created: (abdul wali)-[died_in]->(us custody)
2026-05-05 00:10:42 | GraphService | INFO | [Graph] Relationship created: (abdul wali)-[died_on]->(june 21, 2003)
2026-05-05 00:10:42 | GraphService | INFO | [Graph] Relationship created: (abdul wali)-[was_held_at]->(us base)
2026-05-05 00:10:42 | GraphService | INFO | [Graph] Relationship created: (abdul wali)-[is_located_near]->(asadabad)
2026-05-05 00:10:42 | GraphService | INFO | [Graph] Relationship created: (abdul wali)-[is_located_in]->(kunar province)
2026-05-05 00:10:42 | GraphService | INFO | [Graph] Relationship created: (abdul wali)-[was_assaulted_by]->(david passaro)
2026-05-05 00:10:42 | GraphService | INFO | [Graph] Relationship created: (abdul wali)-[was_held_by]->(u.s. 82nd airborne division)
2026-05-05 00:10:42 | GraphService | INFO | [Graph] Relationship created: (abdul wali)-[was_suspected_of_involvement_in]->(rocket attack)
2026-05-05 00:10:42 | GraphService | INFO | [Graph] Relationship created: (abdul wali)-[sustained_a]->(fractured pelvis)
2026-05-05 00:10:42 | GraphService | INFO | [Graph] Relationship created: (abdul wali)-[was_assaulted_with]->(maglite flashlight)
2026-05-05 00:10:42 | GraphService | INFO | [Graph] Relationship created: (abdul wali)-[was_held_by]->(soldiers)
2026-05-05 00:10:42 | GraphService | INFO | [Graph] Relationship created: (david passaro)-[assaulted]->(abdul wali)
2026-05-05 00:11:33 | GraphService | INFO | [Graph] Relationship created: (james a. shoulders)-[is_commemorated_at]->(prorodeo hall of fame)
2026-05-05 00:11:33 | GraphService | INFO | [Graph] Relationship created: (james a. shoulders)-[is_a_contestant_in]->(professional rodeo cowboys association (prca))
2026-05-05 00:11:33 | GraphService | INFO | [Graph] Relationship created: (james a. shoulders)-[is_a_spokesperson_for]->(miller lite)
2026-05-05 00:11:33 | GraphService | INFO | [Graph] Relationship created: (james a. shoulders)-[is_a_spokesperson_for]->(justin boots)
2026-05-05 00:11:33 | GraphService | INFO | [Graph] Relationship created: (james a. shoulders)-[is_a_spokesperson_for]->(wrangler jeans)
2026-05-05 00:11:33 | GraphService | INFO | [Graph] Relationship created: (james a. shoulders)-[was_born_in]->(tulsa)
2026-05-05 00:11:33 | GraphService | INFO | [Graph] Relationship created: (james a. shoulders)-[died_in]->(henryetta)
2026-05-05 00:11:33 | GraphService | INFO | [Graph] Relationship created: (james a. shoulders)-[is_of]->(english descent)
2026-05-05 00:12:26 | GraphService | INFO | [Graph] Relationship created: (the twenty-fifth anniversary anthology)-[was_released_by]->(the fixx)
2026-05-05 00:12:26 | GraphService | INFO | [Graph] Relationship created: (the twenty-fifth anniversary anthology)-[was_released_in]->(2006)
2026-05-05 00:12:26 | GraphService | INFO | [Graph] Relationship created: (the twenty-fifth anniversary anthology)-[contains_a_cover_version_of]->("these boots are made for walkin'")
2026-05-05 00:12:26 | GraphService | INFO | [Graph] Relationship created: ("these boots are made for walkin'")-[was_originally_recorded_by]->(nancy sinatra)
2026-05-05 00:12:26 | GraphService | INFO | [Graph] Relationship created: (the twenty-fifth anniversary anthology)-[contains_a_cover_version_from]->(when pigs fly: songs you thought you'd never hear)
2026-05-05 00:12:26 | GraphService | INFO | [Graph] Relationship created: (josh norek)-[wrote_the_essay_for]->(eight page booklet)
2026-05-05 00:12:26 | GraphService | INFO | [Graph] Relationship created: (eight page booklet)-[contains]->(the twenty-fifth anniversary anthology)
2026-05-05 00:13:00 | GraphService | INFO | [Graph] Relationship created: (boots)-[is_created_by]->(kmfdm)
2026-05-05 00:13:00 | GraphService | INFO | [Graph] Relationship created: (boots)-[features_a_cover_of]->(nancy sinatra)
2026-05-05 00:13:00 | GraphService | INFO | [Graph] Relationship created: (boots)-[features]->("these boots are made for walkin'")
2026-05-05 00:13:00 | GraphService | INFO | [Graph] Relationship created: (kmfdm)-[released]->(boots)
2026-05-05 00:13:00 | GraphService | INFO | [Graph] Relationship created: (nancy sinatra)-[performed]->("these boots are made for walkin'")
2026-05-05 00:13:34 | GraphService | DEBUG | [Bi-Temporal] 'features_a_cover_of' has no evolution rules — creating 'is_an_album_by' as parallel edge (boots → nancy sinatra)
2026-05-05 00:13:34 | GraphService | INFO | [Graph] Relationship created_parallel: (boots)-[is_an_album_by]->(nancy sinatra)
2026-05-05 00:13:34 | GraphService | INFO | [Graph] Relationship created: (boots)-[is_produced_by]->(lee hazlewood)
2026-05-05 00:13:34 | GraphService | INFO | [Graph] Relationship created: (boots)-[is_arranged_by]->(billy strange)
2026-05-05 00:13:34 | GraphService | INFO | [Graph] Relationship created: (these boots are made for walkin')-[is_a_hit_song]->(nancy sinatra)
2026-05-05 00:13:34 | GraphService | INFO | [Graph] Relationship created: (boots)-[was_released_in]->(1966)
2026-05-05 00:14:16 | GraphService | INFO | [Graph] Relationship created: (these boots are made for walkin')-[was_written_by]->(lee hazlewood)
2026-05-05 00:14:16 | GraphService | DEBUG | [Bi-Temporal] 'is_a_hit_song' has no evolution rules — creating 'was_recorded_by' as parallel edge (these boots are made for walkin' → nancy sinatra)
2026-05-05 00:14:16 | GraphService | INFO | [Graph] Relationship created_parallel: (these boots are made for walkin')-[was_recorded_by]->(nancy sinatra)
2026-05-05 00:14:16 | GraphService | INFO | [Graph] Relationship created: (these boots are made for walkin')-[charted_on]->(billboard hot 100)
2026-05-05 00:14:16 | GraphService | INFO | [Graph] Relationship created: (these boots are made for walkin')-[charted_on]->(uk singles chart)
2026-05-05 00:14:16 | GraphService | INFO | [Graph] Relationship created: (these boots are made for walkin')-[charted_on]->(january 22, 1966)
2026-05-05 00:15:45 | GraphService | INFO | [Graph] Relationship created: (lee hazlewood)-[worked_with]->(duane eddy)
2026-05-05 00:15:45 | GraphService | INFO | [Graph] Relationship created: (lee hazlewood)-[worked_with]->(nancy sinatra)
2026-05-05 00:15:45 | GraphService | INFO | [Graph] Relationship created: (lee hazlewood)-[was_born_on]->(july 9, 1929)
2026-05-05 00:15:45 | GraphService | INFO | [Graph] Relationship created: (lee hazlewood)-[died_on]->(august 4, 2007)
2026-05-05 00:17:19 | GraphService | INFO | [Graph] Relationship created: (2012–13 vcu rams men's basketball team)-[represents]->(virginia commonwealth university)
2026-05-05 00:17:19 | GraphService | INFO | [Graph] Relationship created: (2012–13 vcu rams men's basketball team)-[is_coached_by]->(shaka smart)
2026-05-05 00:17:19 | GraphService | INFO | [Graph] Relationship created: (2012–13 vcu rams men's basketball team)-[plays_at]->(stuart c. siegel center)
2026-05-05 00:17:19 | GraphService | INFO | [Graph] Relationship created: (2012–13 vcu rams men's basketball team)-[competes_in]->(atlantic 10 conference (a10))
2026-05-05 00:17:19 | GraphService | INFO | [Graph] Relationship created: (2012–13 vcu rams men's basketball team)-[previously_competed_in]->(colonial athletic association (caa))
2026-05-05 00:17:19 | GraphService | INFO | [Graph] Relationship created: (2012–13 vcu rams men's basketball team)-[has_a_record_of]->(27–9)
2026-05-05 00:17:19 | GraphService | INFO | [Graph] Relationship created: (2012–13 vcu rams men's basketball team)-[has_a_record_of_the]->(12–4 in a10 play)
2026-05-05 00:17:19 | GraphService | INFO | [Graph] Relationship created: (2012–13 vcu rams men's basketball team)-[lost_to_in_the_2013_atlantic_10_tournament_championship_game]->(saint louis)
2026-05-05 00:17:19 | GraphService | INFO | [Graph] Relationship created: (2012–13 vcu rams men's basketball team)-[participated_in]->(2013 ncaa tournament)
2026-05-05 00:17:19 | GraphService | INFO | [Graph] Relationship created: (2012–13 vcu rams men's basketball team)-[defeated_in_the_first_round_of_the_2013_ncaa_tournament]->(akron)
2026-05-05 00:17:19 | GraphService | INFO | [Graph] Relationship created: (2012–13 vcu rams men's basketball team)-[lost_to_in_the_third_round_of_the_2013_ncaa_tournament]->(michigan)
2026-05-05 00:18:11 | GraphService | INFO | [Graph] Relationship created: (2009–10 vcu rams men's basketball team)-[is_coached_by]->(shaka smart)
2026-05-05 00:18:11 | GraphService | INFO | [Graph] Relationship created: (2009–10 vcu rams men's basketball team)-[represents]->(vcu)
2026-05-05 00:18:11 | GraphService | INFO | [Graph] Relationship created: (2009–10 vcu rams men's basketball team)-[plays_at]->(stuart c. siegel center)
2026-05-05 00:18:12 | GraphService | INFO | [Graph] Relationship created: (2009–10 vcu rams men's basketball team)-[competes_in]->(colonial athletic association)
2026-05-05 00:18:12 | GraphService | INFO | [Graph] Relationship created: (2009–10 vcu rams men's basketball team)-[lost_in]->(2010 caa men's basketball tournament)
2026-05-05 00:18:12 | GraphService | INFO | [Graph] Relationship created: (2009–10 vcu rams men's basketball team)-[won]->(college basketball invitational)
2026-05-05 00:18:45 | GraphService | INFO | [Graph] Relationship created: (1995–96 vcu rams men's basketball team)-[represents]->(virginia commonwealth university)
2026-05-05 00:18:45 | GraphService | INFO | [Graph] Relationship created: (1995–96 vcu rams men's basketball team)-[is_coached_by]->(sonny smith)
2026-05-05 00:18:45 | GraphService | INFO | [Graph] Relationship created: (1995–96 vcu rams men's basketball team)-[competes_in]->(colonial athletic association)
2026-05-05 00:19:37 | GraphService | INFO | [Graph] Relationship created: (virginia commonwealth university)-[is_located_in]->(richmond)
2026-05-05 00:19:37 | GraphService | INFO | [Graph] Relationship created: (virginia commonwealth university)-[is_located_in]->(virginia)
2026-05-05 00:19:37 | GraphService | INFO | [Graph] Relationship created: (virginia commonwealth university)-[originated_from]->(hampden–sydney college)
2026-05-05 00:19:37 | GraphService | INFO | [Graph] Relationship created: (medical college of virginia)-[merged_with]->(richmond professional institute)
2026-05-05 00:19:37 | GraphService | INFO | [Graph] Relationship created: (medical college of virginia)-[became]->(virginia commonwealth university)
2026-05-05 00:19:37 | GraphService | INFO | [Graph] Relationship created: (richmond professional institute)-[merged_with]->(virginia commonwealth university)
2026-05-05 00:19:37 | GraphService | INFO | [Graph] Relationship created: (virginia commonwealth university)-[was_created_in]->(1968)
2026-05-05 00:19:37 | GraphService | INFO | [Graph] Relationship created: (virginia commonwealth university)-[offers_degree_and_certificate_programs]->(226)
2026-05-05 00:19:37 | GraphService | INFO | [Graph] Relationship created: (virginia commonwealth university)-[had_31000_students]->(2015)
2026-05-05 00:19:37 | GraphService | INFO | [Graph] Relationship created: (vcu health system)-[supports]->(virginia commonwealth university)
2026-05-05 00:20:45 | GraphService | INFO | [Graph] Relationship created: (2013–14 vcu rams men's basketball team)-[is_coached_by]->(shaka smart)
2026-05-05 00:20:45 | GraphService | INFO | [Graph] Relationship created: (2013–14 vcu rams men's basketball team)-[plays_at]->(stuart c. siegel center)
2026-05-05 00:20:45 | GraphService | INFO | [Graph] Relationship created: (2013–14 vcu rams men's basketball team)-[plays_in]->(atlantic 10 conference)
2026-05-05 00:20:45 | GraphService | INFO | [Graph] Relationship created: (2013–14 vcu rams men's basketball team)-[has_a_record_of]->(26–9)
2026-05-05 00:20:45 | GraphService | INFO | [Graph] Relationship created: (2013–14 vcu rams men's basketball team)-[has_a_record_of_in_the_atlantic_10_conference]->(12–4)
2026-05-05 00:20:45 | GraphService | INFO | [Graph] Relationship created: (2013–14 vcu rams men's basketball team)-[lost_to_in_the_a10_tournament_championship_game]->(saint joseph's)
