2026-05-13 03:37:59 | GraphService | INFO | [Graph] Relationship created: (secretary of state for constitutional affairs)-[was_a_position_within]->(british government)
2026-05-14 20:03:00 | GraphService | INFO | [Graph] Relationship created: (the best of zz top)-[was_released_in]->(1977)
2026-05-14 20:03:00 | GraphService | INFO | [Graph] Relationship created: (the best of zz top)-[features_tracks_from]->(rio grande mud)
2026-05-14 20:05:50 | GraphService | INFO | [Graph] Relationship created: (back to mono (1958–1969))-[is_a_compilation_of_the_recorded_work_of]->(phil spector)
2026-05-14 20:05:51 | GraphService | INFO | [Graph] Relationship created: (back to mono (1958–1969))-[was_released_by]->(abkco)
2026-05-14 20:05:51 | GraphService | INFO | [Graph] Relationship created: (back to mono (1958–1969))-[was_released_in_the_year]->(1991)
2026-05-14 20:05:51 | GraphService | INFO | [Graph] Relationship created: (back to mono (1958–1969))-[contained_within_the_package]->(booklet)
2026-05-14 20:05:51 | GraphService | INFO | [Graph] Relationship created: (back to mono (1958–1969))-[contained_within_the_package]->(pin)
2026-05-14 20:05:51 | GraphService | INFO | [Graph] Relationship created: (phil spector)-[performed_with_as_part_of_group]->(the teddy bears)
2026-05-14 20:05:51 | GraphService | INFO | [Graph] Relationship created: (tom wolfe)-[authored_the_work]->("the first tycoon of teen")
2026-05-14 20:12:30 | GraphService | INFO | [Graph] Relationship created: (nashville rebel)-[is_a_box_set_by]->(waylon jennings)
2026-05-14 20:12:30 | GraphService | INFO | [Graph] Relationship created: (nashville rebel)-[was_released_on]->(rca records)
2026-05-14 20:12:30 | GraphService | INFO | [Graph] Relationship created: (nashville rebel)-[was_released_through]->(legacy recordings)
2026-05-14 20:12:30 | GraphService | INFO | [Graph] Relationship created: (nashville rebel)-[was_released_in]->(2006)
2026-05-14 20:15:00 | GraphService | INFO | [Graph] Relationship created: (radiohead)-[created]->(radiohead box set)
2026-05-14 20:15:00 | GraphService | INFO | [Graph] Relationship created: (radiohead box set)-[is_a_of]->(album collection)
2026-05-14 20:15:00 | GraphService | INFO | [Graph] Relationship created: (radiohead box set)-[was_released_on]->(10 december 2007)
2026-05-14 20:15:00 | GraphService | INFO | [Graph] Relationship created: (radiohead box set)-[is_available_in_format]->(seven cd box set)
2026-05-14 20:15:00 | GraphService | INFO | [Graph] Relationship created: (radiohead box set)-[is_available_in_format]->(digital download)
2026-05-14 20:15:00 | GraphService | INFO | [Graph] Relationship created: (radiohead box set)-[is_available_in_format]->(4gb usb stick)
2026-05-14 20:15:00 | GraphService | INFO | [Graph] Relationship created: (radiohead box set)-[peaked_at_95_in]->(canada's album charts)
2026-05-14 20:21:00 | GraphService | INFO | [Graph] Relationship created: (led zeppelin boxed set 2)-[was_released_by]->(atlantic records)
2026-05-14 20:21:00 | GraphService | INFO | [Graph] Relationship created: (led zeppelin boxed set 2)-[was_released_on]->(21 september 1993)
2026-05-14 20:21:00 | GraphService | INFO | [Graph] Relationship created: (led zeppelin boxed set 2)-[features_the_catalogue_of]->(led zeppelin)
2026-05-14 20:21:00 | GraphService | INFO | [Graph] Relationship created: (led zeppelin boxed set 2)-[contains_material_not_included_in]->(1990 4-cd box set "led zeppelin")
2026-05-14 20:21:00 | GraphService | INFO | [Graph] Relationship created: (led zeppelin boxed set 2)-[includes_the_track]->(baby come on home)
2026-05-14 20:21:00 | GraphService | INFO | [Graph] Relationship created: (led zeppelin boxed set 2)-[included]->(54-page booklet)
2026-05-14 20:21:01 | GraphService | INFO | [Graph] Relationship created: (led zeppelin boxed set 2)-[features_tracks_from]->(nine studio albums)
2026-05-14 20:21:01 | GraphService | INFO | [Graph] Relationship created: (led zeppelin boxed set 2)-[includes]->(two bbc live recordings)
2026-05-14 20:21:01 | GraphService | INFO | [Graph] Relationship created: (led zeppelin boxed set 2)-[includes]->(band's only non-lp b-side)
2026-05-14 20:21:01 | GraphService | INFO | [Graph] Relationship created: (led zeppelin boxed set 2)-[includes]->(one studio outtake)
2026-05-14 20:27:38 | GraphService | INFO | [Graph] Relationship created: ("to know him is to love him")-[was_written_by]->(phil spector)
2026-05-14 20:27:38 | GraphService | INFO | [Graph] Relationship created: ("to know him is to love him")-[relates]->("to know him was to love him")
2026-05-14 20:30:24 | GraphService | INFO | [Graph] Relationship created: (the doors: vinyl box set)-[is_a_for]->(the doors)
2026-05-14 20:30:24 | GraphService | INFO | [Graph] Relationship created: (the doors: vinyl box set)-[contains_a_record_of]->(original 6 albums)
2026-05-14 20:30:24 | GraphService | INFO | [Graph] Relationship created: (the doors: vinyl box set)-[was_remastered_from]->(analogue tapes)
2026-05-14 20:30:24 | GraphService | INFO | [Graph] Relationship created: (october 2007)-[was_original_planned_release_date_for]->(the doors: vinyl box set)
2026-05-14 20:30:24 | GraphService | INFO | [Graph] Relationship created: (the doors: vinyl box set)-[was_delayed_until]->(february 2008)
2026-05-14 20:30:24 | GraphService | INFO | [Graph] Relationship created: (vinyl problem)-[caused_a_delay_in_production_of]->(the doors: vinyl box set)
2026-05-14 20:30:24 | GraphService | INFO | [Graph] Relationship created: (vinyl problem)-[is_related_to]->(bad compounds in vinyl)
2026-05-14 20:30:24 | GraphService | INFO | [Graph] Relationship created: (faulty test pressings)-[contributed_to_delay_of]->(the doors: vinyl box set)
2026-05-14 20:30:24 | GraphService | INFO | [Graph] Relationship created: (l.a. woman artwork)-[contributed_to_delay_of]->(the doors: vinyl box set)
2026-05-14 20:30:24 | GraphService | INFO | [Graph] Relationship created: (bad compounds in vinyl)-[caused_a_search_for]->(virgin vinyl)
2026-05-14 20:33:10 | GraphService | INFO | [Graph] Relationship created: (nikolai viktorovich podgorny)-[was_a]->(soviet statesman)
2026-05-14 20:33:10 | GraphService | INFO | [Graph] Relationship created: (nikolai viktorovich podgorny)-[was_active_during]->(cold war)
2026-05-14 20:33:10 | GraphService | INFO | [Graph] Relationship created: (nikolai viktorovich podgorny)-[served_as_first_secretary_in]->(central committee of the communist party of ukraine)
2026-05-14 20:33:10 | GraphService | INFO | [Graph] Relationship created: (central committee of the communist party of ukraine)-[had_a_role_filled_by]->(first secretary)
2026-05-14 20:33:10 | GraphService | INFO | [Graph] Relationship created: (nikolai viktorovich podgorny)-[served_as_from_1965_to_1977]->(chairman of the presidium of the supreme soviet)
2026-05-14 20:33:10 | GraphService | INFO | [Graph] Relationship created: (nikolai viktorovich podgorny)-[was_replaced_by]->(leonid brezhnev)
2026-05-14 20:33:10 | GraphService | INFO | [Graph] Relationship created: (leonid brezhnev)-[replaced_in_1977]->(nikolai viktorovich podgorny)
2026-05-14 20:33:10 | GraphService | INFO | [Graph] Relationship created: (nikolai viktorovich podgorny)-[lost_his_seat_in]->(political bureau (politburo))
2026-05-14 20:33:10 | GraphService | INFO | [Graph] Relationship created: (nikolai viktorovich podgorny)-[was_forced_to_resign_from_active_politics_in]->(1977)
2026-05-14 20:33:10 | GraphService | INFO | [Graph] Relationship created: (general secretary)-[was_the_title_of]->(leonid brezhnev)
2026-05-14 20:39:16 | GraphService | INFO | [Graph] Relationship created: (ms excelsior neptune)-[was_originally_named]->(feliks dzerzhinskiy)
2026-05-14 20:39:16 | GraphService | INFO | [Graph] Relationship created: (black sea shipping company)-[was_owned_by]->(soviet union)
2026-05-14 20:39:16 | GraphService | INFO | [Graph] Relationship created: (ms excelsior neptune)-[was_built_in]->(1958)
2026-05-14 20:39:16 | GraphService | INFO | [Graph] Relationship created: (ms excelsior neptune)-[was_built_by]->(veb mathias-thesen werft)
2026-05-14 20:39:16 | GraphService | INFO | [Graph] Relationship created: (veb mathias-thesen werft)-[is_located_in]->(wismar)
2026-05-14 20:39:16 | GraphService | INFO | [Graph] Relationship created: (wismar)-[is_located_in]->(east germany)
2026-05-14 20:39:16 | GraphService | INFO | [Graph] Relationship created: (ms excelsior neptune)-[belongs_to_the_type_of]->(mikhail kalinin series)
2026-05-14 20:39:16 | GraphService | INFO | [Graph] Relationship created: (ms excelsior neptune)-[was_named_after]->(felix dzerzhinsky)
2026-05-14 20:39:16 | GraphService | INFO | [Graph] Relationship created: (felix dzerzhinsky)-[founded]->(soviet secret police (cheka))
2026-05-14 20:41:11 | GraphService | INFO | [Graph] Relationship created: (mikhail andreyevich suslov)-[was_a_statesman_during]->(cold war)
2026-05-14 20:41:11 | GraphService | INFO | [Graph] Relationship created: (mikhail andreyevich suslov)-[served_as_second_secretary_starting_1965]->(communist party of the soviet union)
2026-05-14 20:41:11 | GraphService | DEBUG | [Bi-Temporal] 'served_as_second_secretary_starting_1965' has no evolution rules — creating 'served_as_unofficial_chief_ideologue_until_his_death' as parallel edge (mikhail andreyevich suslov → communist party of the soviet union)
2026-05-14 20:41:11 | GraphService | INFO | [Graph] Relationship created_parallel: (mikhail andreyevich suslov)-[served_as_unofficial_chief_ideologue_until_his_death]->(communist party of the soviet union)
2026-05-14 20:41:11 | GraphService | INFO | [Graph] Relationship created: (mikhail andreyevich suslov)-[was_responsible_for]->(party democracy)
2026-05-14 20:41:11 | GraphService | INFO | [Graph] Relationship created: (mikhail andreyevich suslov)-[was_responsible_for]->(power separation)
2026-05-14 20:41:11 | GraphService | INFO | [Graph] Relationship created: (mikhail andreyevich suslov)-[is_classified_as_an_antireformist_member_of]->(soviet leader)
2026-05-14 20:44:20 | GraphService | INFO | [Graph] Relationship created: (ephraim markovich sklyansky)-[relates_to]->(soviet statesman)
2026-05-14 20:47:37 | GraphService | INFO | [Graph] Relationship created: (mikhail gorbachev)-[initiated]->(world summit of nobel peace laureates)
2026-05-14 20:47:37 | GraphService | INFO | [Graph] Relationship created: (permanent secretariat)-[is_based_in]->(rome)
2026-05-14 20:47:37 | GraphService | INFO | [Graph] Relationship created: (permanent secretariat)-[is_classified_as_a_type_of]->(ecosoc)
2026-05-14 20:47:37 | GraphService | INFO | [Graph] Relationship created: (permanent staff)-[promotes_the_work_of]->(nobel peace prize winners)
2026-05-14 20:47:37 | GraphService | INFO | [Graph] Relationship created: (permanent secretariat)-[organizes_on_a_yearly_basis]->(world summit of nobel peace laureates)
2026-05-14 20:47:37 | GraphService | INFO | [Graph] Relationship created: (world summit of nobel peace laureates)-[is_a_forum_for]->(nobel peace laureates)
2026-05-14 20:47:37 | GraphService | INFO | [Graph] Relationship created: (world summit of nobel peace laureates)-[is_a_forum_for]->(peace laureate organizations)
2026-05-14 20:47:37 | GraphService | INFO | [Graph] Relationship created: (world summit of nobel peace laureates)-[addressesaims_to_address]->(global issues)
2026-05-14 20:47:37 | GraphService | INFO | [Graph] Relationship created: (february 2017)-[was_held_in]->(bogota)
2026-05-14 20:47:37 | GraphService | INFO | [Graph] Relationship created: (bogota)-[is_located_in]->(colombia)
2026-05-14 20:47:37 | GraphService | INFO | [Graph] Relationship created: (world summit of nobel peace laureates)-[first_took_place_in]->(latin america)
2026-05-14 20:50:11 | GraphService | INFO | [Graph] Relationship created: (anastas ivanovich mikoyan)-[was_classified_as]->(old bolshevik)
2026-05-14 20:50:11 | GraphService | INFO | [Graph] Relationship created: (anastas ivanovich mikoyan)-[was_a]->(soviet statesman)
2026-05-14 20:50:11 | GraphService | INFO | [Graph] Relationship created: (anastas ivanovich mikoyan)-[remained_at_high_levels_power_within]->(communist party of the soviet union)
2026-05-14 20:50:11 | GraphService | INFO | [Graph] Relationship created: (anastas ivanovich mikoyan)-[served_during_the_mandate_of]->(lenin)
2026-05-14 20:50:11 | GraphService | INFO | [Graph] Relationship created: (anastas ivanovich mikoyan)-[served_during_the_mandate_of]->(stalin)
2026-05-14 20:50:11 | GraphService | INFO | [Graph] Relationship created: (anastas ivanovich mikoyan)-[served_during_the_mandate_of]->(khrushchev)
2026-05-14 20:50:11 | GraphService | INFO | [Graph] Relationship created: (anastas ivanovich mikoyan)-[served_until_retirement_after_the_rule_of]->(brezhnev)
2026-05-14 20:50:11 | GraphService | INFO | [Graph] Relationship created: (communist party of the soviet union)-[power_oscillated_between]->(central committee)
2026-05-14 20:50:11 | GraphService | INFO | [Graph] Relationship created: (communist party of the soviet union)-[power_oscillated_between]->(politburo)
2026-05-14 20:53:02 | GraphService | INFO | [Graph] Relationship created: (mikhail sergeyevich gorbachev)-[was_the_eighth_and_last_leader_of]->(soviet union)
2026-05-14 20:53:02 | GraphService | INFO | [Graph] Relationship created: (mikhail sergeyevich gorbachev)-[served_as_general_secretary]->(communist party of the soviet union)
2026-05-14 20:53:02 | GraphService | INFO | [Graph] Relationship created: (mikhail sergeyevich gorbachev)-[served_as_general_secretary_during]->(time period (1985-1991))
2026-05-14 20:53:02 | GraphService | INFO | [Graph] Relationship created: (mikhail sergeyevich gorbachev)-[was_the_countrys_from]->(head of state)
2026-05-14 20:53:02 | GraphService | INFO | [Graph] Relationship created: (mikhail sergeyevich gorbachev)-[held_this_title_during_multiple_periods]->(chairman of the presidium of the supreme soviet)
2026-05-14 20:53:02 | GraphService | INFO | [Graph] Relationship created: (mikhail sergeyevich gorbachev)-[held_the_title_of_chairman_of_the_presidium_of_the_supreme_soviet_during]->(time period (1988-1989))
2026-05-14 20:53:02 | GraphService | INFO | [Graph] Relationship created: (mikhail sergeyevich gorbachev)-[held_the_title_of_chairman_of_the_presidium_of_the_supreme_soviet_during]->(time period (1989-1990))
2026-05-14 20:53:02 | GraphService | INFO | [Graph] Relationship created: (mikhail sergeyevich gorbachev)-[held_the_title_of_chairman_of_the_presidium_of_the_supreme_soviet_for_the_soviet_union_during]->(time period (1990-1991))
2026-05-14 20:56:14 | GraphService | INFO | [Graph] Relationship created: (david jonathan waksberg)-[was_born_in]->(new york city)
2026-05-14 20:56:14 | GraphService | INFO | [Graph] Relationship created: (david jonathan waksberg)-[was_a_leading_activist_in]->(soviet jewry movement)
2026-05-14 20:56:14 | GraphService | INFO | [Graph] Relationship created: (david jonathan waksberg)-[became_involved_with_during_the_1970s]->(student struggle for soviet jewry)
2026-05-14 20:56:14 | GraphService | INFO | [Graph] Relationship created: (david jonathan waksberg)-[moved_to_in_the_early_1980s]->(california)
2026-05-14 20:56:14 | GraphService | INFO | [Graph] Relationship created: (david jonathan waksberg)-[worked_as_assistant_and_executive_director]->(bay area council for soviet jews (bacsj))
2026-05-14 20:56:14 | GraphService | INFO | [Graph] Relationship created: (david jonathan waksberg)-[coordinated_aid_for_in_the_soviet_union]->(refuseniks and prisoners of conscience)
2026-05-14 20:56:14 | GraphService | INFO | [Graph] Relationship created: (david jonathan waksberg)-[became_national_vicepresident_in_1985]->(union of councils for soviet jews (ucsj))
2026-05-14 20:56:14 | GraphService | INFO | [Graph] Relationship created: (david jonathan waksberg)-[visited_jewish_communities_in]->(soviet union (ussr))
2026-05-14 20:56:14 | GraphService | INFO | [Graph] Relationship created: (union of councils for soviet jews (ucsj))-[established]->(center for jewish renewal (cjr))
2026-05-14 20:56:14 | GraphService | INFO | [Graph] Relationship created: (david jonathan waksberg)-[served_as_director_of_in_1990]->(center for jewish renewal (cjr))
2026-05-14 20:56:14 | GraphService | INFO | [Graph] Relationship created: (center for jewish renewal (cjr))-[focused_its]->(former soviet union)
2026-05-14 20:57:55 | GraphService | INFO | [Graph] Relationship created: (sergo anastasi mikoyan)-[was_a_leading_historian_for]->(soviet union)
2026-05-14 20:57:55 | GraphService | INFO | [Graph] Relationship created: (sergo anastasi mikoyan)-[is_the_son_of]->(anastas mikoyan)
2026-05-14 20:57:55 | GraphService | INFO | [Graph] Relationship created: (anastas mikoyan)-[was_a_membertitle_of]->(old bolshevik)
2026-05-14 20:57:55 | GraphService | INFO | [Graph] Relationship created: (anastas mikoyan)-[advised]->(nikita khrushchev)
2026-05-14 21:00:40 | GraphService | INFO | [Graph] Relationship created: (silene latifolia)-[was_formerly_known_as]->(melandrium album)
2026-05-14 21:00:40 | GraphService | INFO | [Graph] Relationship created: (silene latifolia)-[is_known_as]->(white campion)
2026-05-14 21:00:40 | GraphService | INFO | [Graph] Relationship created: (silene latifolia)-[belongs_to_the_family]->(caryophyllaceae)
2026-05-14 21:00:40 | GraphService | INFO | [Graph] Relationship created: (silene latifolia)-[is_native_to]->(europe)
2026-05-14 21:00:40 | GraphService | INFO | [Graph] Relationship created: (silene latifolia)-[is_native_to]->(western asia)
2026-05-14 21:00:40 | GraphService | INFO | [Graph] Relationship created: (silene latifolia)-[is_native_to]->(northern africa)
2026-05-14 21:00:40 | GraphService | INFO | [Graph] Relationship created: (silene latifolia)-[can_be_a_life_cycle_type]->(herbaceous annual)
2026-05-14 21:00:40 | GraphService | INFO | [Graph] Relationship created: (silene latifolia)-[can_be_a_life_cycle_type]->(biennial)
2026-05-14 21:00:40 | GraphService | INFO | [Graph] Relationship created: (silene latifolia)-[can_be_a_life_cycle_type]->(short-lived perennial)
2026-05-14 21:00:40 | GraphService | INFO | [Graph] Relationship created: (silene latifolia)-[is_known_by_the_name]->(usa)
2026-05-14 21:00:40 | GraphService | INFO | [Graph] Relationship created: (silene latifolia)-[is_called_when_located_in_the_usa]->(bladder campion)
2026-05-14 21:00:40 | GraphService | INFO | [Graph] Relationship created: (silene latifolia)-[should_not_be_confused_with]->(silene vulgaris)
2026-05-14 21:00:40 | GraphService | INFO | [Graph] Relationship created: (silene vulgaris)-[is_generally_called]->(bladder campion)
2026-05-14 21:02:22 | GraphService | INFO | [Graph] Relationship created: (silene tomentosa)-[is_called_the_common_name]->(gibraltar campion)
2026-05-14 21:02:22 | GraphService | INFO | [Graph] Relationship created: (silene tomentosa)-[is_a_type_of]->(flowering plant)
2026-05-14 21:02:22 | GraphService | INFO | [Graph] Relationship created: (silene tomentosa)-[belongs_to_the_genus]->(silene)
2026-05-14 21:02:22 | GraphService | INFO | [Graph] Relationship created: (silene tomentosa)-[belongs_to_the_family]->(caryophyllaceae)
2026-05-14 21:02:22 | GraphService | INFO | [Graph] Relationship created: (silene tomentosa)-[is_endemic_to]->(gibraltar)
2026-05-14 21:04:38 | GraphService | INFO | [Graph] Relationship created: (silene conoidea)-[is_a_species_of]->(flowering plant)
2026-05-14 21:04:38 | GraphService | INFO | [Graph] Relationship created: (silene conoidea)-[belongs_to_the]->(pink family)
2026-05-14 21:04:38 | GraphService | INFO | [Graph] Relationship created: (silene conoidea)-[is_native_to]->(eurasia)
2026-05-14 21:04:38 | GraphService | INFO | [Graph] Relationship created: (silene conoidea)-[is_known_in_as_a_weed]->(western north america)
2026-05-14 21:04:38 | GraphService | INFO | [Graph] Relationship created: (silene conoidea)-[is_classified_as]->(annual herb)
2026-05-14 21:04:38 | GraphService | INFO | [Graph] Relationship created: (silene conoidea)-[encloses_the_flower_using_a_structure_that_is]->(calyx)
2026-05-14 21:04:38 | GraphService | INFO | [Graph] Relationship created: (silene conoidea)-[reveals_five_bright_pink_when_the_flower_opens]->(petals)
2026-05-14 21:06:38 | GraphService | INFO | [Graph] Relationship created: (silene)-[is_a_genus_of]->(flowering plants)
2026-05-14 21:06:38 | GraphService | INFO | [Graph] Relationship created: (silene)-[belongs_to_the_family]->(caryophyllaceae)
2026-05-14 21:06:38 | GraphService | INFO | [Graph] Relationship created: (silene)-[contains_approximately]->(700 species)
2026-05-14 21:06:38 | GraphService | INFO | [Graph] Relationship created: (campion)-[is_a_common_name_for]->(silene)
2026-05-14 21:06:38 | GraphService | INFO | [Graph] Relationship created: (catchfly)-[is_a_common_name_for]->(silene)
2026-05-14 21:06:38 | GraphService | INFO | [Graph] Relationship created: (campion)-[shares_a_name_with]->(lychnis)
2026-05-14 21:06:38 | GraphService | INFO | [Graph] Relationship created: (silene)-[is_widely_distributed_in]->(northern hemisphere)
2026-05-14 21:09:04 | GraphService | INFO | [Graph] Relationship created: (silene stenophylla)-[is_a_species_in_the_family]->(caryophyllaceae)
2026-05-14 21:09:04 | GraphService | INFO | [Graph] Relationship created: (silene stenophylla)-[is_a_species_in_the_genus]->(silene)
2026-05-14 21:09:04 | GraphService | INFO | [Graph] Relationship created: (silene stenophylla)-[is_commonly_called]->(narrow-leafed campion)
2026-05-14 21:09:04 | GraphService | INFO | [Graph] Relationship created: (silene stenophylla)-[grows_in]->(arctic tundra of far eastern siberia)
2026-05-14 21:09:04 | GraphService | INFO | [Graph] Relationship created: (silene stenophylla)-[grows_in]->(mountains of northern japan)
2026-05-14 21:09:04 | GraphService | INFO | [Graph] Relationship created: (frozen samples)-[were_discovered_in_the_same_area_as]->(arctic tundra of far eastern siberia)
2026-05-14 21:09:04 | GraphService | INFO | [Graph] Relationship created: (frozen samples)-[are_estimated_using]->(radiocarbon dating)
2026-05-14 21:09:04 | GraphService | INFO | [Graph] Relationship created: (frozen samples)-[are_estimated_to_be]->(32,000 years old)
2026-05-14 21:09:04 | GraphService | INFO | [Graph] Relationship created: (team of scientists)-[regenerated_a_plant_from]->(frozen samples)
2026-05-14 21:09:04 | GraphService | INFO | [Graph] Relationship created: (team of scientists)-[performed_action_in]->(2012)
2026-05-14 21:12:08 | GraphService | INFO | [Graph] Relationship created: (silene menziesii)-[is_a_type_of]->(flowering plant)
2026-05-14 21:12:08 | GraphService | INFO | [Graph] Relationship created: (silene menziesii)-[belongs_to_the]->(pink family)
2026-05-14 21:12:08 | GraphService | INFO | [Graph] Relationship created: (silene menziesii)-[is_known_by_the_common_name]->(menzies' campion)
2026-05-14 21:12:08 | GraphService | INFO | [Graph] Relationship created: (silene menziesii)-[is_known_by_the_common_name]->(menzies' catchfly)
2026-05-14 21:17:04 | GraphService | INFO | [Graph] Relationship created: (ferocactus)-[is_a_genus_of]->(cacti)
2026-05-14 21:17:04 | GraphService | INFO | [Graph] Relationship created: (ferocactus)-[has_characteristic_features_large]->(spines)
2026-05-14 21:17:04 | GraphService | INFO | [Graph] Relationship created: (ferocactus)-[has_characteristic_features_small]->(flowers)
2026-05-14 21:17:04 | GraphService | INFO | [Graph] Relationship created: (ferocactus)-[includes_about_30]->(species)
2026-05-14 21:17:04 | GraphService | INFO | [Graph] Relationship created: (ferocactus)-[is_found_in]->(southwestern united states)
2026-05-14 21:17:04 | GraphService | INFO | [Graph] Relationship created: (ferocactus)-[is_found_in]->(northwestern mexico)
2026-05-14 21:19:20 | GraphService | INFO | [Graph] Relationship created: (silene antirrhina)-[is_a_species_of]->(flowering plant)
2026-05-14 21:19:20 | GraphService | INFO | [Graph] Relationship created: (silene antirrhina)-[belongs_to_the]->(pink family)
2026-05-14 21:19:20 | GraphService | INFO | [Graph] Relationship created: (silene antirrhina)-[is_known_by_the_common_name]->(sleepy silene)
2026-05-14 21:19:20 | GraphService | INFO | [Graph] Relationship created: (silene antirrhina)-[is_known_by_the_common_name]->(sleepy catchfly)
2026-05-14 21:19:20 | GraphService | INFO | [Graph] Relationship created: (silene antirrhina)-[is_native_to]->(americas)
2026-05-14 21:19:20 | GraphService | INFO | [Graph] Relationship created: (silene antirrhina)-[is_widespread_throughout]->(north america)
2026-05-14 21:19:20 | GraphService | INFO | [Graph] Relationship created: (silene antirrhina)-[is_widespread_in_parts_of]->(south america)
2026-05-14 21:19:20 | GraphService | INFO | [Graph] Relationship created: (silene antirrhina)-[is_known_as_an_introduced_species_in]->(europe)
2026-05-14 21:22:28 | GraphService | INFO | [Graph] Relationship created: (silene)-[evolved]->(dioecious reproductive system)
2026-05-14 21:22:28 | GraphService | INFO | [Graph] Relationship created: (dioecious reproductive system)-[is_made_possible_through]->(heteromorphic sex chromosomes)
2026-05-14 21:22:28 | GraphService | INFO | [Graph] Relationship created: (heteromorphic sex chromosomes)-[are_expressed_as]->(xy)
2026-05-14 21:22:28 | GraphService | INFO | [Graph] Relationship created: (silene)-[recently_evolved_sex_chromosomes_during]->(5-10 million years ago)
2026-05-14 21:22:28 | GraphService | INFO | [Graph] Relationship created: (geneticists)-[use_for_study]->(silene)
2026-05-14 21:22:28 | GraphService | INFO | [Graph] Relationship created: (biologists)-[use_for_study]->(silene)
2026-05-14 21:22:28 | GraphService | INFO | [Graph] Relationship created: (silene)-[is_one_of_39_species_across_14_families_of]->(angiosperm)
2026-05-14 21:22:28 | GraphService | INFO | [Graph] Relationship created: (silene)-[possesses]->(sex-determining genes)
2026-05-14 21:22:28 | GraphService | INFO | [Graph] Relationship created: (silene)-[produces]->(offspring)
2026-05-14 21:22:28 | GraphService | INFO | [Graph] Relationship created: (y chromosome)-[determines_the_sex_of]->(offspring)
2026-05-14 21:25:30 | GraphService | INFO | [Graph] Relationship created: (no. 2 squadron raaf)-[is_a_of]->(royal australian air force (raaf))
2026-05-14 21:25:30 | GraphService | INFO | [Graph] Relationship created: (no. 2 squadron raaf)-[operates_from]->(raaf base williamtown)
2026-05-14 21:25:30 | GraphService | INFO | [Graph] Relationship created: (no. 2 squadron raaf)-[formed_as_part_of_in_1916]->(australian flying corps)
2026-05-14 21:25:30 | GraphService | INFO | [Graph] Relationship created: (no. 2 squadron raaf)-[operated_during]->(world war i)
2026-05-14 21:25:30 | GraphService | INFO | [Graph] Relationship created: (no. 2 squadron raaf)-[operated_on]->(western front)
2026-05-14 21:25:30 | GraphService | INFO | [Graph] Relationship created: (no. 2 squadron raaf)-[was_disbanded_in]->(mid-1919)
2026-05-14 21:27:54 | GraphService | INFO | [Graph] Relationship created: (south west pacific theatre)-[occurred_during]->(world war ii)
2026-05-14 21:27:54 | GraphService | INFO | [Graph] Relationship created: (south west pacific theatre)-[was_a_between]->(allies)
2026-05-14 21:27:54 | GraphService | INFO | [Graph] Relationship created: (south west pacific theatre)-[was_a_between]->(japan)
2026-05-14 21:27:54 | GraphService | INFO | [Graph] Relationship created: (south west pacific area (swpa) command)-[defined]->(south west pacific theatre)
2026-05-14 21:27:54 | GraphService | INFO | [Graph] Relationship created: (south west pacific theatre)-[included]->(philippines)
2026-05-14 21:27:54 | GraphService | INFO | [Graph] Relationship created: (south west pacific theatre)-[included_excluding_sumatra]->(dutch east indies)
2026-05-14 21:27:54 | GraphService | INFO | [Graph] Relationship created: (dutch east indies)-[excludes]->(sumatra)
2026-05-14 21:27:54 | GraphService | INFO | [Graph] Relationship created: (south west pacific theatre)-[included]->(borneo)
2026-05-14 21:27:54 | GraphService | INFO | [Graph] Relationship created: (south west pacific theatre)-[included]->(australia)
2026-05-14 21:27:54 | GraphService | INFO | [Graph] Relationship created: (australia)-[is_associated_with]->(territory of new guinea)
2026-05-14 21:27:54 | GraphService | INFO | [Graph] Relationship created: (south west pacific theatre)-[included]->(territory of new guinea)
2026-05-14 21:27:54 | GraphService | INFO | [Graph] Relationship created: (territory of new guinea)-[includes]->(bismarck archipelago)
2026-05-14 21:27:54 | GraphService | INFO | [Graph] Relationship created: (south west pacific theatre)-[included]->(solomon islands)
2026-05-14 21:30:58 | GraphService | INFO | [Graph] Relationship created: (english electric canberra)-[is_a_type_of]->(british)
2026-05-14 21:30:58 | GraphService | INFO | [Graph] Relationship created: (english electric canberra)-[was_manufactured_during]->(1950s)
2026-05-14 21:30:58 | GraphService | INFO | [Graph] Relationship created: (english electric canberra)-[was_developed_by]->(english electric)
2026-05-14 21:30:58 | GraphService | INFO | [Graph] Relationship created: (english electric)-[conducted_development_during]->(mid-to-late 1940s)
2026-05-14 21:30:58 | GraphService | INFO | [Graph] Relationship created: (english electric canberra)-[was_developed_in_response_to]->(1944 air ministry requirement)
2026-05-14 21:30:58 | GraphService | INFO | [Graph] Relationship created: (1944 air ministry requirement)-[was_for_a_successor_to]->(de havilland mosquito)
2026-05-14 21:30:58 | GraphService | INFO | [Graph] Relationship created: (english electric canberra)-[had_a_performance_requirement_of]->(high altitude bombing capability)
2026-05-14 21:30:58 | GraphService | INFO | [Graph] Relationship created: (english electric canberra)-[had_a_performance_requirement_of]->(high speeds)
2026-05-14 21:30:58 | GraphService | INFO | [Graph] Relationship created: (jet propulsion technology)-[partly_accomplished_performance_demands_using]->(high altitude bombing capability)
2026-05-14 21:30:58 | GraphService | INFO | [Graph] Relationship created: (jet propulsion technology)-[partly_accomplished_performance_demands_using]->(high speeds)
