2026-02-25 05:27:07 | LLMService | INFO | Primary LLM Provider: OLLAMA
2026-02-25 17:00:40 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 3 concepts
2026-02-25 17:00:40 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:00:48 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 3 concepts
2026-02-25 17:04:08 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:04:45 | LLMService | INFO | [Ollama] Raw extraction: 10 entities, 3 concepts
2026-02-25 17:04:45 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:04:51 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 3 concepts
2026-02-25 17:08:04 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:08:48 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 3 concepts
2026-02-25 17:08:48 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:08:54 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 1 concepts
2026-02-25 17:11:52 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:12:28 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 3 concepts
2026-02-25 17:12:28 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:12:35 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 17:15:56 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:17:03 | LLMService | INFO | [Ollama] Raw extraction: 18 entities, 4 concepts
2026-02-25 17:17:03 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:17:09 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 17:21:27 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:21:59 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 17:21:59 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:22:05 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 17:23:53 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:24:45 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 3 concepts
2026-02-25 17:24:45 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:24:50 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 17:27:38 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:27:53 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 17:28:40 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:29:15 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 3 concepts
2026-02-25 17:29:15 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:29:18 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 17:31:32 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:33:37 | LLMService | INFO | [Ollama] Raw extraction: 16 entities, 2 concepts
2026-02-25 17:33:37 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:33:42 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-02-25 17:38:33 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:39:31 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 3 concepts
2026-02-25 17:39:31 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:39:36 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 1 concepts
2026-02-25 17:43:37 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:44:19 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-02-25 17:44:19 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:44:26 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 7 concepts
2026-02-25 17:46:14 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:46:51 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 17:46:51 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:47:00 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 17:47:29 | LLMService | ERROR | Async Entity Summary Generation Failed for aizu: Expecting ',' delimiter: line 19 column 1 (char 266)
2026-02-25 17:49:13 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:49:41 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 1 concepts
2026-02-25 17:50:38 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:51:19 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 3 concepts
2026-02-25 17:51:19 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:51:23 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 17:53:01 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:53:56 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 3 concepts
2026-02-25 17:53:56 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:54:04 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 3 concepts
2026-02-25 17:57:21 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:58:06 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 17:58:06 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 17:58:10 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 18:00:09 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:01:12 | LLMService | INFO | [Ollama] Raw extraction: 18 entities, 5 concepts
2026-02-25 18:01:12 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:01:16 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 3 concepts
2026-02-25 18:05:04 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:06:34 | LLMService | INFO | [Ollama] Raw extraction: 14 entities, 3 concepts
2026-02-25 18:06:34 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:06:42 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 18:10:04 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:11:00 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 2 concepts
2026-02-25 18:11:00 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:11:04 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-02-25 18:13:17 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:14:25 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 3 concepts
2026-02-25 18:16:55 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:17:41 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 4 concepts
2026-02-25 18:17:41 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:17:47 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 18:19:41 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:20:03 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 2 concepts
2026-02-25 18:20:51 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:21:15 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-02-25 18:21:15 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:21:20 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-02-25 18:22:59 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:23:40 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 5 concepts
2026-02-25 18:23:40 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:23:46 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 1 concepts
2026-02-25 18:26:26 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:27:15 | LLMService | INFO | [Ollama] Raw extraction: 11 entities, 2 concepts
2026-02-25 18:27:15 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:27:24 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 18:30:29 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:31:07 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-02-25 18:31:07 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:31:12 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 18:34:05 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:35:11 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 2 concepts
2026-02-25 18:35:11 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:35:22 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 4 concepts
2026-02-25 18:39:57 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:40:41 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 18:40:41 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:40:47 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 18:42:44 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:43:19 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 18:43:19 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:43:24 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 18:45:23 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:45:51 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 18:46:40 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:47:04 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-02-25 18:47:04 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:47:09 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 18:48:34 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:49:05 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 18:49:05 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:49:11 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 18:51:15 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:51:45 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 18:53:08 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:54:05 | LLMService | INFO | [Ollama] Raw extraction: 10 entities, 3 concepts
2026-02-25 18:54:05 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:54:10 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 18:57:45 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:58:34 | LLMService | INFO | [Ollama] Raw extraction: 8 entities, 5 concepts
2026-02-25 18:58:34 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 18:58:38 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 19:01:38 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:03:13 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 3 concepts
2026-02-25 19:03:13 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:03:18 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 19:06:25 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:06:57 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 19:06:57 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:07:02 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 2 concepts
2026-02-25 19:09:12 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:09:51 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 19:09:51 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:09:55 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 19:11:49 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:12:16 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 5 concepts
2026-02-25 19:12:16 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:12:22 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 19:13:52 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:14:27 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 19:14:27 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:14:34 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 1 concepts
2026-02-25 19:17:06 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:17:47 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 2 concepts
2026-02-25 19:17:47 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:17:52 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 19:19:47 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:20:32 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 2 concepts
2026-02-25 19:20:32 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:20:36 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 1 concepts
2026-02-25 19:23:11 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:23:46 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 2 concepts
2026-02-25 19:23:46 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:23:52 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-02-25 19:25:54 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:26:33 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 19:26:33 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:26:37 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 19:28:53 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:29:38 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 1 concepts
2026-02-25 19:29:38 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:29:43 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 0 concepts
2026-02-25 19:31:42 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:32:26 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 3 concepts
2026-02-25 19:32:26 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:32:32 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 19:34:34 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:34:56 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 1 concepts
2026-02-25 19:34:56 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:35:00 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 19:36:10 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:36:39 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 3 concepts
2026-02-25 19:37:59 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:38:38 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 3 concepts
2026-02-25 19:38:38 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:38:46 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-02-25 19:40:57 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:41:34 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 19:41:34 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:41:40 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 19:43:41 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:45:35 | LLMService | INFO | [Ollama] Raw extraction: 15 entities, 2 concepts
2026-02-25 19:45:35 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:45:45 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 3 concepts
2026-02-25 19:50:45 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:51:09 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 19:52:10 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:53:01 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 2 concepts
2026-02-25 19:53:01 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:53:06 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 19:55:48 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:56:33 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 5 concepts
2026-02-25 19:56:33 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 19:56:41 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 19:59:30 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:00:43 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 20:02:38 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:03:13 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 20:03:13 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:03:19 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 20:08:57 | LLMService | WARNING | Atomic fact extraction failed for affair: Expecting value: line 1 column 1 (char 0)
2026-02-25 20:08:59 | LLMService | WARNING | Atomic fact extraction failed for nugget: Expecting value: line 1 column 1 (char 0)
2026-02-25 20:18:36 | LLMService | ERROR | Async Entity Summary Generation Failed for 1939: Request timed out.
2026-02-25 20:18:45 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:19:19 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 2 concepts
2026-02-25 20:19:19 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:19:23 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 1 concepts
2026-02-25 20:21:55 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:22:30 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 2 concepts
2026-02-25 20:22:30 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:22:37 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 20:25:25 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:25:59 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 3 concepts
2026-02-25 20:27:01 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:27:32 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 20:27:32 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:27:37 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 20:29:35 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:30:19 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 20:30:19 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:30:24 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 3 concepts
2026-02-25 20:32:50 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:33:26 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 2 concepts
2026-02-25 20:33:27 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:33:33 | LLMService | INFO | [Ollama] Raw extraction: 3 entities, 3 concepts
2026-02-25 20:36:19 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:37:05 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 3 concepts
2026-02-25 20:37:05 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:37:11 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 20:39:51 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:40:46 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 3 concepts
2026-02-25 20:40:46 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:40:55 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 4 concepts
2026-02-25 20:45:50 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:46:08 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 20:46:56 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:47:58 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 4 concepts
2026-02-25 20:47:58 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:48:03 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 20:52:12 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:52:53 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 2 concepts
2026-02-25 20:52:53 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:53:01 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 2 concepts
2026-02-25 20:55:30 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:55:45 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 1 concepts
2026-02-25 20:56:32 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:56:58 | LLMService | INFO | [Ollama] Raw extraction: 4 entities, 2 concepts
2026-02-25 20:56:58 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:57:02 | LLMService | INFO | [Ollama] Raw extraction: 1 entities, 1 concepts
2026-02-25 20:58:49 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:59:33 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 20:59:33 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 20:59:39 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 21:02:53 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 21:03:27 | LLMService | INFO | [Ollama] Raw extraction: 5 entities, 2 concepts
2026-02-25 21:03:27 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 21:03:33 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-02-25 21:05:44 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 21:06:05 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 2 concepts
2026-02-25 21:07:01 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 21:07:46 | LLMService | INFO | [Ollama] Raw extraction: 6 entities, 3 concepts
2026-02-25 21:07:46 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 21:07:57 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 10 concepts
2026-02-25 21:12:11 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 21:12:53 | LLMService | INFO | [Ollama] Raw extraction: 9 entities, 2 concepts
2026-02-25 21:12:53 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 21:12:59 | LLMService | INFO | [Ollama] Raw extraction: 2 entities, 3 concepts
2026-02-25 21:15:25 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 21:17:45 | LLMService | INFO | [Ollama] Raw extraction: 28 entities, 0 concepts
2026-02-25 21:17:45 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 21:18:00 | LLMService | INFO | [Ollama] Raw extraction: 10 entities, 7 concepts
2026-02-25 21:27:00 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
2026-02-25 21:27:52 | LLMService | INFO | [Ollama] Raw extraction: 7 entities, 3 concepts
2026-02-25 21:27:52 | LLMService | INFO | [Ollama] Extracting with gemma3:4b (schema enforced)
